season,week,team_name,team_abbr,position,depth_chart_position,status,full_name,first_name,last_name,birth_date,college,years_exp,status_description_abbr,entry_year,ID
2020,17,Philadelphia Eagles,PHI,LB,OLB,R/Retired,Jatavis Brown,Jatavis,Brown,NA,Akron,4,R02,2016,Jatavis-Brown-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,OLB,R/Injured,Duke Riley,Duke,Riley,8/9/94,Louisiana State,3,R01,2017,Duke-Riley-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,OLB,R/Injured,Nathan Gerry,Nathan,Gerry,2/23/95,Nebraska,3,R01,2017,Nathan-Gerry-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,ILB,Active,T.J. Edwards,T.J.,Edwards,8/12/96,Wisconsin,1,A01,2019,T.J.-Edwards-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,OLB,R/Injured; DFR,Davion Taylor,Davion,Taylor,8/5/98,Colorado,0,R48,2020,Davion-Taylor-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,ILB,R/Injured,Shaun Bradley,Shaun,Bradley,4/8/97,Temple,0,R01,2020,Shaun-Bradley-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,LB,Active,Joe Bachie,Joe,Bachie,2/26/98,Michigan State,0,A01,2020,Joe-Bachie-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,LB,Active,Joe Bachie,Joe,Bachie,2/26/98,Michigan State,0,A01,2020,Joe-Bachie-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,ILB,Active,Rashad Smith,Rashad,Smith,4/20/97,Florida Atlantic,0,A01,2020,Rashad-Smith-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,ILB,Active,Rashad Smith,Rashad,Smith,4/20/97,Florida Atlantic,0,A01,2020,Rashad-Smith-PHI-2020
2020,17,Philadelphia Eagles,PHI,LB,ILB,Active,Rashad Smith,Rashad,Smith,4/20/97,Florida Atlantic,0,A01,2020,Rashad-Smith-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,R/Injured,Jason Peters,Jason,Peters,1/22/82,Arkansas,16,R01,2004,Jason-Peters-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,C,Active,Jason Kelce,Jason,Kelce,11/5/87,Cincinnati,9,A01,2011,Jason-Kelce-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,G,R/PUP,Brandon Brooks,Brandon,Brooks,8/19/89,"Miami, O.",8,R04,2012,Brandon-Brooks-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,R/Injured,Lane Johnson,Lane,Johnson,5/8/90,Oklahoma,7,R01,2013,Lane-Johnson-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,G,Active,Isaac Seumalo,Isaac,Seumalo,10/29/93,Oregon State,4,A01,2016,Isaac-Seumalo-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,G,Active,Matt Pryor,Matt,Pryor,12/16/94,Texas Christian,2,A01,2018,Matt-Pryor-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,Active,Jordan Mailata,Jordan,Mailata,3/31/97,No College,2,A01,2018,Jordan-Mailata-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,Active,Brett Toth,Brett,Toth,9/1/96,Army,1,A01,2019,Brett-Toth-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,Active,Brett Toth,Brett,Toth,9/1/96,Army,1,A01,2019,Brett-Toth-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,R/Injured,Andre Dillard,Andre,Dillard,10/3/95,Washington State,1,R01,2019,Andre-Dillard-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,C,Active,Ross Pierschbacher,Ross,Pierschbacher,5/5/95,Alabama,1,A01,2019,Ross-Pierschbacher-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,C,Active,Ross Pierschbacher,Ross,Pierschbacher,5/5/95,Alabama,1,A01,2019,Ross-Pierschbacher-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,G,Active,Nate Herbig,Nate,Herbig,7/10/98,Stanford,1,A01,2019,Nate-Herbig-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,G,R/Injured,Iosua Opeta,Iosua,Opeta,8/15/96,Weber State,1,R01,2019,Iosua-Opeta-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,Practice Squad,Casey Tucker,Casey,Tucker,9/6/95,Arizona State,1,P01,2019,Casey-Tucker-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,R/Injured,Jack Driscoll,Jack,Driscoll,4/1/97,Auburn,0,R01,2020,Jack-Driscoll-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,Active,PrinceTega Wanogho,PrinceTega,Wanogho,11/22/97,Auburn,0,A01,2020,PrinceTega-Wanogho-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,T,Active,PrinceTega Wanogho,PrinceTega,Wanogho,11/22/97,Auburn,0,A01,2020,PrinceTega-Wanogho-PHI-2020
2020,17,Philadelphia Eagles,PHI,OL,C,Active,Luke Juriga,Luke,Juriga,6/7/97,Western Michigan,0,A01,2020,Luke-Juriga-PHI-2020
2020,17,Philadelphia Eagles,PHI,QB,QB,Active,Carson Wentz,Carson,Wentz,12/30/92,North Dakota State,4,A01,2016,Carson-Wentz-PHI-2020
2020,17,Philadelphia Eagles,PHI,QB,QB,Active,Nate Sudfeld,Nate,Sudfeld,10/7/93,Indiana,4,A01,2016,Nate-Sudfeld-PHI-2020
2020,17,Philadelphia Eagles,PHI,QB,QB,Active,Jalen Hurts,Jalen,Hurts,8/7/98,Oklahoma,0,A01,2020,Jalen-Hurts-PHI-2020
2020,17,Philadelphia Eagles,PHI,RB,RB,PS; Vet,Jordan Howard,Jordan,Howard,11/2/94,Indiana,4,P07,2016,Jordan-Howard-PHI-2020
2020,17,Philadelphia Eagles,PHI,RB,RB,PS; Vet,Jordan Howard,Jordan,Howard,11/2/94,Indiana,4,P07,2016,Jordan-Howard-PHI-2020
2020,17,Philadelphia Eagles,PHI,RB,RB,Active,Corey Clement,Corey,Clement,11/2/94,Wisconsin,3,A01,2017,Corey-Clement-PHI-2020
2020,17,Philadelphia Eagles,PHI,RB,RB,Active,Boston Scott,Boston,Scott,4/27/95,Louisiana Tech,2,A01,2018,Boston-Scott-PHI-2020
2020,17,Philadelphia Eagles,PHI,RB,RB,Active,Miles Sanders,Miles,Sanders,5/1/97,Penn State,1,A01,2019,Miles-Sanders-PHI-2020
2020,17,Philadelphia Eagles,PHI,RB,RB,Practice Squad,Elijah Holyfield,Elijah,Holyfield,11/30/97,Georgia,1,P01,2019,Elijah-Holyfield-PHI-2020
2020,17,Philadelphia Eagles,PHI,RB,RB,Active,Jason Huntley,Jason,Huntley,4/20/98,New Mexico State,0,A01,2020,Jason-Huntley-PHI-2020
2020,17,Philadelphia Eagles,PHI,RB,RB,Practice Squad,Adrian Killins,Adrian,Killins,1/2/98,Central Florida,0,P01,2020,Adrian-Killins-PHI-2020
2020,17,Philadelphia Eagles,PHI,SPEC,LS,Active,Rick Lovato,Rick,Lovato,9/9/92,Old Dominion,5,A01,2015,Rick-Lovato-PHI-2020
2020,17,Philadelphia Eagles,PHI,SPEC,K,Active,Jake Elliott,Jake,Elliott,1/21/95,Memphis,3,A01,2017,Jake-Elliott-PHI-2020
2020,17,Philadelphia Eagles,PHI,SPEC,P,Active,Cameron Johnston,Cameron,Johnston,2/24/92,Ohio State,3,A01,2017,Cameron-Johnston-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,Active,Zach Ertz,Zach,Ertz,11/10/90,Stanford,7,A01,2013,Zach-Ertz-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,Active,Richard Rodgers,Richard,Rodgers,1/22/92,California,6,A01,2014,Richard-Rodgers-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,R/Injured,Joshua Perkins,Joshua,Perkins,8/5/93,Washington,4,R01,2016,Joshua-Perkins-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,Active,Jason Croom,Jason,Croom,2/28/94,Tennessee,3,A01,2017,Jason-Croom-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,Active,Jason Croom,Jason,Croom,2/28/94,Tennessee,3,A01,2017,Jason-Croom-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,Active,Dallas Goedert,Dallas,Goedert,1/3/95,South Dakota State,2,A01,2018,Dallas-Goedert-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,PS/Pro,Hakeem Butler,Hakeem,Butler,5/16/96,Iowa State,1,P10,2019,Hakeem-Butler-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,PS/Pro,Hakeem Butler,Hakeem,Butler,5/16/96,Iowa State,1,P10,2019,Hakeem-Butler-PHI-2020
2020,17,Philadelphia Eagles,PHI,TE,TE,Active,Caleb Wilson,Caleb,Wilson,7/15/96,UCLA,1,A01,2019,Caleb-Wilson-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Active,DeSean Jackson,DeSean,Jackson,12/1/86,California,12,A01,2008,DeSean-Jackson-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Active,Alshon Jeffery,Alshon,Jeffery,2/14/90,South Carolina,8,A01,2012,Alshon-Jeffery-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,R/OptOut,Marquise Goodwin,Marquise,Goodwin,11/19/90,Texas,7,R62,2013,Marquise-Goodwin-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Active,Greg Ward,Greg,Ward,7/12/95,Houston,3,A01,2017,Greg-Ward-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Practice Squad,Deontay Burnett,Deontay,Burnett,10/4/97,Southern California,2,P01,2018,Deontay-Burnett-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Active,J.J. Arcega-Whiteside,J.J.,Arcega-Whiteside,12/31/96,Stanford,1,A01,2019,J.J.-Arcega-Whiteside-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Active,Travis Fulgham,Travis,Fulgham,9/13/95,Old Dominion,1,A01,2019,Travis-Fulgham-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Active,Jalen Reagor,Jalen,Reagor,1/2/99,Texas Christian,0,A01,2020,Jalen-Reagor-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Active,John Hightower,John,Hightower,5/31/96,Boise State,0,A01,2020,John-Hightower-PHI-2020
2020,17,Philadelphia Eagles,PHI,WR,WR,Active,Quez Watkins,Quez,Watkins,6/9/98,Southern Mississippi,0,A01,2020,Quez-Watkins-PHI-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,R/COVID-19,Joe Haden,Joe,Haden,4/14/89,Florida,10,R59,2010,Joe-Haden-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,SS,Active,Jordan Dangerfield,Jordan,Dangerfield,12/25/90,Towson,7,A01,2013,Jordan-Dangerfield-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,Active,Steven Nelson,Steven,Nelson,1/22/93,Oregon State,5,A01,2015,Steven-Nelson-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,FS,Active,Sean Davis,Sean,Davis,10/23/93,Maryland,4,A01,2016,Sean-Davis-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,Active,Mike Hilton,Mike,Hilton,3/9/94,Mississippi,4,A01,2016,Mike-Hilton-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,PS; Vet,Trevor Williams,Trevor,Williams,9/15/93,Penn State,4,P07,2016,Trevor-Williams-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,PS; Vet,Trevor Williams,Trevor,Williams,9/15/93,Penn State,4,P07,2016,Trevor-Williams-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,PS; Vet,Trevor Williams,Trevor,Williams,9/15/93,Penn State,4,P07,2016,Trevor-Williams-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,Active,Cameron Sutton,Cameron,Sutton,2/27/95,Tennessee,3,A01,2017,Cameron-Sutton-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,SS,Active,Minkah Fitzpatrick,Minkah,Fitzpatrick,11/17/96,Alabama,2,A01,2018,Minkah-Fitzpatrick-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,SS,Active,Terrell Edmunds,Terrell,Edmunds,1/20/97,Virginia Tech,2,A01,2018,Terrell-Edmunds-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,Active,Justin Layne,Justin,Layne,1/12/98,Michigan State,1,A01,2019,Justin-Layne-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,SS,Practice Squad,John Battle,John,Battle,2/21/95,Louisiana State,1,P01,2019,John-Battle-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,DB,Active,Antoine Brooks,Antoine,Brooks,10/28/97,Maryland,0,A01,2020,Antoine-Brooks-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DB,CB,Active,James Pierre,James,Pierre,9/16/96,Florida Atlantic,0,A01,2020,James-Pierre-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Active,Tyson Alualu,Tyson,Alualu,5/12/87,California,10,A01,2010,Tyson-Alualu-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DT,Active,Cameron Heyward,Cameron,Heyward,5/6/89,Ohio State,9,A01,2011,Cameron-Heyward-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Active,Stephon Tuitt,Stephon,Tuitt,5/23/93,Notre Dame,6,A01,2014,Stephon-Tuitt-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Active,Cassius Marsh,Cassius,Marsh,7/7/92,UCLA,6,A01,2014,Cassius-Marsh-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Active,Cassius Marsh,Cassius,Marsh,7/7/92,UCLA,6,A01,2014,Cassius-Marsh-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Active,Cassius Marsh,Cassius,Marsh,7/7/92,UCLA,6,A01,2014,Cassius-Marsh-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Active,Chris Wormley,Chris,Wormley,8/25/93,Michigan,3,A01,2017,Chris-Wormley-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Active,Henry Mondeaux,Henry,Mondeaux,9/19/95,Oregon,2,A01,2018,Henry-Mondeaux-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Active,Isaiah Buggs,Isaiah,Buggs,8/24/96,Alabama,1,A01,2019,Isaiah-Buggs-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DT,Practice Squad,Demarcus Christmas,Demarcus,Christmas,7/4/95,Florida State,1,P01,2019,Demarcus-Christmas-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DT,Practice Squad,Demarcus Christmas,Demarcus,Christmas,7/4/95,Florida State,1,P01,2019,Demarcus-Christmas-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DT,Active,Carlos Davis,Carlos,Davis,8/22/96,Nebraska,0,A01,2020,Carlos-Davis-PIT-2020
2020,18,Pittsburgh Steelers,PIT,DL,DE,Practice Squad,Calvin Taylor,Calvin,Taylor,12/23/97,Kentucky,0,P01,2020,Calvin-Taylor-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,ILB,Active,Vince Williams,Vince,Williams,12/27/89,Florida State,7,A01,2013,Vince-Williams-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,ILB,Active,Avery Williamson,Avery,Williamson,3/9/92,Kentucky,6,A01,2014,Avery-Williamson-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,ILB,Active,Avery Williamson,Avery,Williamson,3/9/92,Kentucky,6,A01,2014,Avery-Williamson-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,OLB,Active,Jayrone Elliott,Jayrone,Elliott,11/11/91,Toledo,6,A01,2014,Jayrone-Elliott-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,OLB,R/Injured,Bud Dupree,Bud,Dupree,2/12/93,Kentucky,5,R01,2015,Bud-Dupree-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,OLB,Active,T.J. Watt,T.J.,Watt,10/11/94,Wisconsin,3,A01,2017,T.J.-Watt-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,LB,Practice Squad,Christian Kuntz,Christian,Kuntz,4/13/94,Duquesne,3,P01,2017,Christian-Kuntz-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,LB,Active,Marcus Allen,Marcus,Allen,8/7/96,Penn State,2,A01,2018,Marcus-Allen-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,LB,Waivers/No Rec.,Tegray Scales,Tegray,Scales,5/10/96,Indiana,2,W03,2018,Tegray-Scales-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,LB,Waivers/No Rec.,Tegray Scales,Tegray,Scales,5/10/96,Indiana,2,W03,2018,Tegray-Scales-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,OLB,Active,Olasunkanmi Adeniyi,Olasunkanmi,Adeniyi,9/12/97,Toledo,2,A01,2018,Olasunkanmi-Adeniyi-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,OLB,Active,Robert Spillane,Robert,Spillane,12/14/95,Western Michigan,2,A01,2018,Robert-Spillane-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,ILB,R/Injured,Devin Bush,Devin,Bush,7/18/98,Michigan,1,R01,2019,Devin-Bush-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,ILB,R/Injured,Ulysees Gilbert,Ulysees,Gilbert,8/9/97,Akron,1,R01,2019,Ulysees-Gilbert-PIT-2020
2020,18,Pittsburgh Steelers,PIT,LB,OLB,Active,Alex Highsmith,Alex,Highsmith,8/7/97,North Carolina-Charlotte,0,A01,2020,Alex-Highsmith-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,C,Active,Maurkice Pouncey,Maurkice,Pouncey,7/24/89,Florida,10,A01,2010,Maurkice-Pouncey-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,G,Active,David DeCastro,David,DeCastro,1/11/90,Stanford,8,A01,2012,David-DeCastro-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Active,Alejandro Villanueva,Alejandro,Villanueva,9/22/88,Army,6,A01,2014,Alejandro-Villanueva-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Active,Matt Feiler,Matt,Feiler,7/7/92,Bloomsburg,6,A01,2014,Matt-Feiler-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Active,Jerald Hawkins,Jerald,Hawkins,10/16/93,Louisiana State,4,A01,2016,Jerald-Hawkins-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Active,Jerald Hawkins,Jerald,Hawkins,10/16/93,Louisiana State,4,A01,2016,Jerald-Hawkins-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,R/Injured,Zach Banner,Zach,Banner,12/25/93,Southern California,3,R01,2017,Zach-Banner-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,G,Active,Danny Isidora,Danny,Isidora,6/5/94,Miami,3,A01,2017,Danny-Isidora-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,G,Active,Danny Isidora,Danny,Isidora,6/5/94,Miami,3,A01,2017,Danny-Isidora-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Prac Sq.; Inj,Jarron Jones,Jarron,Jones,3/11/94,Notre Dame,3,P02,2017,Jarron-Jones-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Active,Chukwuma Okorafor,Chukwuma,Okorafor,8/8/97,Western Michigan,2,A01,2018,Chukwuma-Okorafor-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,C,Active,J.C. Hassenauer,J.C.,Hassenauer,9/15/95,Alabama,2,A01,2018,J.C.-Hassenauer-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Practice Squad,Anthony Coyle,Anthony,Coyle,9/19/96,Fordham,2,P01,2018,Anthony-Coyle-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Practice Squad,John Leglue,John,Leglue,4/17/96,Tulane,1,P01,2019,John-Leglue-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,G,Active,Kevin Dotson,Kevin,Dotson,9/18/96,Louisiana-Lafayette,0,A01,2020,Kevin-Dotson-PIT-2020
2020,18,Pittsburgh Steelers,PIT,OL,T,Practice Squad,Brandon Walton,Brandon,Walton,3/18/98,Florida Atlantic,0,P01,2020,Brandon-Walton-PIT-2020
2020,18,Pittsburgh Steelers,PIT,QB,QB,Active,Ben Roethlisberger,Ben,Roethlisberger,3/2/82,"Miami, O.",16,A01,2004,Ben-Roethlisberger-PIT-2020
2020,18,Pittsburgh Steelers,PIT,QB,QB,Active,Joshua Dobbs,Joshua,Dobbs,1/26/95,Tennessee,3,A01,2017,Joshua-Dobbs-PIT-2020
2020,18,Pittsburgh Steelers,PIT,QB,QB,Active,Mason Rudolph,Mason,Rudolph,6/17/95,Oklahoma State,2,A01,2018,Mason-Rudolph-PIT-2020
2020,18,Pittsburgh Steelers,PIT,QB,QB,PS; Exc,Devlin Hodges,Devlin,Hodges,4/12/96,Samford,1,P06,2019,Devlin-Hodges-PIT-2020
2020,18,Pittsburgh Steelers,PIT,RB,RB,PS/Vet Pro,Wendell Smallwood,Wendell,Smallwood,1/20/94,West Virginia,4,P12,2016,Wendell-Smallwood-PIT-2020
2020,18,Pittsburgh Steelers,PIT,RB,FB,Active,Derek Watt,Derek,Watt,11/7/92,Wisconsin,4,A01,2016,Derek-Watt-PIT-2020
2020,18,Pittsburgh Steelers,PIT,RB,RB,Active,James Conner,James,Conner,5/5/95,Pittsburgh,3,A01,2017,James-Conner-PIT-2020
2020,18,Pittsburgh Steelers,PIT,RB,RB,R/Injured,Trey Edmunds,Trey,Edmunds,12/30/94,Maryland,3,R01,2017,Trey-Edmunds-PIT-2020
2020,18,Pittsburgh Steelers,PIT,RB,RB,Active,Jaylen Samuels,Jaylen,Samuels,7/20/96,North Carolina State,2,A01,2018,Jaylen-Samuels-PIT-2020
2020,18,Pittsburgh Steelers,PIT,RB,RB,Active,Benny Snell,Benny,Snell,2/27/98,Kentucky,1,A01,2019,Benny-Snell-PIT-2020
2020,18,Pittsburgh Steelers,PIT,RB,RB,Active,Anthony McFarland,Anthony,McFarland,3/4/99,Maryland,0,A01,2020,Anthony-McFarland-PIT-2020
2020,18,Pittsburgh Steelers,PIT,SPEC,K,Active,Chris Boswell,Chris,Boswell,3/16/91,Rice,6,A01,2014,Chris-Boswell-PIT-2020
2020,18,Pittsburgh Steelers,PIT,SPEC,P,Active,Jordan Berry,Jordan,Berry,3/18/91,Eastern Kentucky,5,A01,2015,Jordan-Berry-PIT-2020
2020,18,Pittsburgh Steelers,PIT,SPEC,LS,Active,Kameron Canaday,Kameron,Canaday,8/20/92,Portland State,4,A01,2016,Kameron-Canaday-PIT-2020
2020,18,Pittsburgh Steelers,PIT,SPEC,K,PS/Pro,Matthew Wright,Matthew,Wright,3/22/96,Central Florida,1,P10,2019,Matthew-Wright-PIT-2020
2020,18,Pittsburgh Steelers,PIT,SPEC,P,Practice Squad,Corliss Waitman,Corliss,Waitman,7/21/95,South Alabama,0,P01,2020,Corliss-Waitman-PIT-2020
2020,18,Pittsburgh Steelers,PIT,TE,TE,Active,Vance McDonald,Vance,McDonald,6/13/90,Rice,7,A01,2013,Vance-McDonald-PIT-2020
2020,18,Pittsburgh Steelers,PIT,TE,TE,Active,Eric Ebron,Eric,Ebron,4/10/93,North Carolina,6,A01,2014,Eric-Ebron-PIT-2020
2020,18,Pittsburgh Steelers,PIT,TE,TE,Active,Kevin Rader,Kevin,Rader,4/26/95,Youngstown State,2,A01,2018,Kevin-Rader-PIT-2020
2020,18,Pittsburgh Steelers,PIT,TE,TE,R/Injured,Zach Gentry,Zach,Gentry,9/10/96,Michigan,1,R01,2019,Zach-Gentry-PIT-2020
2020,18,Pittsburgh Steelers,PIT,TE,TE,Practice Squad,Charles Jones,Charles,Jones,8/5/96,Tulane,1,P01,2019,Charles-Jones-PIT-2020
2020,18,Pittsburgh Steelers,PIT,WR,WR,Active,JuJu Smith-Schuster,JuJu,Smith-Schuster,11/22/96,Southern California,3,A01,2017,JuJu-Smith-Schuster-PIT-2020
2020,18,Pittsburgh Steelers,PIT,WR,WR,Active,James Washington,James,Washington,4/2/96,Oklahoma State,2,A01,2018,James-Washington-PIT-2020
2020,18,Pittsburgh Steelers,PIT,WR,WR,PS/Exc-Pro,Deon Cain,Deon,Cain,8/9/96,Clemson,2,P11,2018,Deon-Cain-PIT-2020
2020,18,Pittsburgh Steelers,PIT,WR,WR,Active,Ray-Ray McCloud,Ray-Ray,McCloud,10/15/96,Clemson,2,A01,2018,Ray-Ray-McCloud-PIT-2020
2020,18,Pittsburgh Steelers,PIT,WR,WR,Active,Diontae Johnson,Diontae,Johnson,7/5/96,Toledo,1,A01,2019,Diontae-Johnson-PIT-2020
2020,18,Pittsburgh Steelers,PIT,WR,WR,Practice Squad,Anthony Johnson,Anthony,Johnson,1/29/95,Buffalo,1,P01,2019,Anthony-Johnson-PIT-2020
2020,18,Pittsburgh Steelers,PIT,WR,WR,Active,Chase Claypool,Chase,Claypool,7/7/98,Notre Dame,0,A01,2020,Chase-Claypool-PIT-2020
2020,18,Pittsburgh Steelers,PIT,WR,WR,Practice Squad,Cody White,Cody,White,11/28/98,NA,0,P01,2020,Cody-White-PIT-2020
2020,18,Seattle Seahawks,SEA,DB,CB,R/Injured,Neiko Thorpe,Neiko,Thorpe,2/11/90,Auburn,8,R01,2012,Neiko-Thorpe-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,FS,Active,Damarious Randall,Damarious,Randall,8/29/92,Arizona State,5,A01,2015,Damarious-Randall-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,FS,Active,Quandre Diggs,Quandre,Diggs,1/22/93,Texas,5,A01,2015,Quandre-Diggs-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,CB,R/Injured,Quinton Dunbar,Quinton,Dunbar,7/22/92,Florida,5,R01,2015,Quinton-Dunbar-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,SS,Active,Jamal Adams,Jamal,Adams,10/17/95,Louisiana State,3,A01,2017,Jamal-Adams-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,CB,Active,Shaquill Griffin,Shaquill,Griffin,7/20/95,Central Florida,3,A01,2017,Shaquill-Griffin-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,SS,R/Injured,Delano Hill,Delano,Hill,11/26/95,Michigan,3,R01,2017,Delano-Hill-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,FS,Active,D.J. Reed,D.J.,Reed,11/11/96,Kansas State,2,A01,2018,D.J.-Reed-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,CB,Active,Tre Flowers,Tre,Flowers,6/2/95,Oklahoma State,2,A01,2018,Tre-Flowers-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,DB,Inactive,Linden Stephens,Linden,Stephens,3/21/95,Cincinnati,2,I01,2018,Linden-Stephens-SEA-2020
2020,18,Seattle Seahawks,SEA,DB,CB,Active,Ryan Neal,Ryan,Neal,12/24/95,Southern Illinois,2,A01,2018,Ryan-Neal-SEA-2020
