connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,Contact/ non-contact,injury area,player role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,smart_id,entry_year,week,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,season,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,distance_miles,HOME_day_since_last_game,AWAY_day_since_last_game
2020_01_HOU_KC_Saunders,2020_KC_99_Saunders,2020_01_HOU_KC,KC,HOU,REG,1,HOU,away,KC,KC,28,44084,339,1239,3039,Half1,1,1,KC 28,10,(5:39) 4-D.Watson pass short left to 13-B.Cooks to KC 19 for 9 yards (53-A.Hitchens). KC-99-K.Saunders was injured during the play.,K,Saunders,KC,99,non contact,upper body,tackler,2020,KC,DL,DT,99,Active,Khalen Saunders,Khalen,Saunders,8/9/96,72,324,Western Illinois,1,SB,Khalen,32005341-5569-3939-9295-450ef4e2975c,2019,1,Thu,9/10/20,20:20:00,Kansas City Chiefs,Houston Texans,34,20,369,0,360,1,2020,FALSE,Kansas City Chiefs,Houston Texans,KC,HOU,1,170,Bermuda Grass,Grass,Arrowhead Stadium,FALSE,58,58,6,83.75,0,39.0482,-94.4831,29.6849,-95.4106,649.1290048,0,0
2020_01_IND_JAX_Allen,2020_JAX_41_Allen,2020_01_IND_JAX,JAX,IND,REG,1,IND,away,JAX,IND,59,44087,49,949,949,Half2,3,1,IND 41,10,"(:49) (Shotgun) 17-P.Rivers pass incomplete short right to 28-J.Taylor [41-J.Allen]. JAX-41-J.Allen was injured during the play. PENALTY on JAX-44-M.Jack, Defensive Pass Interference, 4 yards, enforced at IND 41 - No Play.",J,Allen,JAX,41,contact,lower body,tackler,2020,JAX,DL,DE,41,R/Injured,Josh Allen,Joshua,Allen,7/13/97,77,262,Kentucky,1,REG,Josh,3200414c-4c52-8759-5d19-904fa0fc8823,2019,1,Sun,9/13/20,13:00:00,Jacksonville Jaguars,Indianapolis Colts,27,20,241,0,445,2,2020,FALSE,Jacksonville Jaguars,Indianapolis Colts,JAX,IND,2,161,Bermuda Grass,Grass,TIAA Bank Field,FALSE,83,91.25,6,78.75,0,30.3237,-81.636,39.7255,-86.2698,700.2778329,0,0
2020_01_IND_JAX_Wilson,2020_JAX_26_Wilson,2020_01_IND_JAX,JAX,IND,REG,1,IND,away,JAX,JAX,35,44087,356,356,356,Half2,4,NA,JAX 35,0,"4-J.Lambo kicks 65 yards from JAX 35 to end zone, Touchback. JAX-26-J.Wilson was injured during the play.",J,Wilson,JAX,26,non contact,lower body,AFP,2020,JAX,DB,SS,26,Active,Jarrod Wilson,Jarrod,Wilson,2/9/94,74,210,Michigan,4,REG,Jarrod,32005749-4c72-2801-1e09-5394fb63ab28,2016,1,Sun,9/13/20,13:00:00,Jacksonville Jaguars,Indianapolis Colts,27,20,241,0,445,2,2020,FALSE,Jacksonville Jaguars,Indianapolis Colts,JAX,IND,2,161,Bermuda Grass,Grass,TIAA Bank Field,FALSE,83,91.25,6,78.75,0,30.3237,-81.636,39.7255,-86.2698,700.2778329,0,0
2020_01_LAC_CIN_Reader,2020_CIN_98_Reader,2020_01_LAC_CIN,CIN,LAC,REG,1,LAC,away,CIN,LAC,55,44087,84,984,984,Half2,3,1,LAC 45,10,(1:24) (Shotgun) 5-T.Taylor pass short left to 30-A.Ekeler pushed ob at LAC 48 for 3 yards (57-G.Pratt). CIN-98-D.Reader was injured during the play.,D,Reader,CIN,98,contact,knee,pass blocker,2020,CIN,DL,NT,98,R/Injured,D.J. Reader,David,Reader,7/1/94,75,347,Clemson,4,REG,D.J.,32005245-4114-8116-e0aa-521c3fdaafdb,2016,1,Sun,9/13/20,16:05:00,Los Angeles Chargers,Cincinnati Bengals,16,13,362,0,295,2,2020,TRUE,Cincinnati Bengals,Los Angeles Chargers,CIN,LAC,3,194,UBU Sports Speed S5-M Synthetic Turf,Turf,Paul Brown Stadium,FALSE,81.5,83.75,4.25,57.25,0,39.0964,-84.5164,33.8642,-118.261,1898.039327,0,0
2020_01_LAC_CIN_Su'a-Filo,2020_CIN_72_Su'a-Filo,2020_01_LAC_CIN,CIN,LAC,REG,1,CIN,home,LAC,CIN,52,44087,306,1206,1206,Half2,3,2,CIN 48,5,(5:06) 28-J.Mixon left guard to LAC 48 for 4 yards (98-I.Rochell). CIN-72-X.Su'a-Filo was injured during the play.,X,Su'a-Filo,CIN,72,contact,lower body,run blocker,2020,CIN,OL,G,72,Active,Xavier Su'a-Filo,Xavier,Su'a-Filo,1/1/91,76,310,UCLA,6,REG,Xavier,32005355-4120-7644-28c1-ef0d19aed7e8,2014,1,Sun,9/13/20,16:05:00,Los Angeles Chargers,Cincinnati Bengals,16,13,362,0,295,2,2020,TRUE,Cincinnati Bengals,Los Angeles Chargers,CIN,LAC,3,194,UBU Sports Speed S5-M Synthetic Turf,Turf,Paul Brown Stadium,FALSE,81.5,83.75,4.25,57.25,0,39.0964,-84.5164,33.8642,-118.261,1898.039327,0,0
2020_01_LAC_CIN_Tranquill,2020_LAC_49_Tranquill,2020_01_LAC_CIN,CIN,LAC,REG,1,CIN,home,LAC,CIN,68,44087,675,1575,3375,Half1,1,1,CIN 32,10,(11:15) 9-J.Burrow pass short right to 89-D.Sample to CIN 39 for 7 yards (56-K.Murray Jr.). LAC-49-D.Tranquill was injured during the play.,D,Tranquill,LAC,49,contact,lower body,run blocker,2020,LAC,LB,ILB,49,R/Injured,Drue Tranquill,Drue,Tranquill,8/15/95,74,234,Notre Dame,1,REG,Drue,32005452-4128-9059-cb73-4eadedc51904,2019,1,Sun,9/13/20,16:05:00,Los Angeles Chargers,Cincinnati Bengals,16,13,362,0,295,2,2020,TRUE,Cincinnati Bengals,Los Angeles Chargers,CIN,LAC,3,194,UBU Sports Speed S5-M Synthetic Turf,Turf,Paul Brown Stadium,FALSE,81.5,83.75,4.25,57.25,0,39.0964,-84.5164,33.8642,-118.261,1898.039327,0,0
2020_01_LV_CAR_Kwiatkoski,2020_LV_44_Kwiatkoski,2020_01_LV_CAR,CAR,LV,REG,1,CAR,home,LV,CAR,76,44087,573,1473,1473,Half2,3,1,CAR 24,10,(9:33) (Shotgun) 5-T.Bridgewater pass incomplete short left to 22-C.McCaffrey. LV-44-N.Kwiatkoski was injured during the play.,N,Kwiatkoski,LV,44,non contact,upper body,AFP,2020,LV,LB,ILB,44,R/COVID-19,Nick Kwiatkoski,Nicholas,Kwiatkoski,5/26/93,74,242,West Virginia,4,REG,Nick,32004b57-4905-9326-3c1f-c16165bd8c39,2016,1,Sun,9/13/20,13:00:00,Las Vegas Raiders,Carolina Panthers,34,30,372,0,388,0,2020,TRUE,Carolina Panthers,Las Vegas Raiders,CAR,LV,1,177,Bermuda Grass,Grass,Bank of America Stadium,FALSE,81.75,84.75,3.25,62.5,0,35.2256,-80.8513,36.0888,-115.1845,1918.432407,0,0
2020_01_NYJ_BUF_Cashman,2020_NYJ_53_Cashman,2020_01_NYJ_BUF,BUF,NYJ,REG,1,BUF,home,NYJ,NYJ,46,44087,769,1669,3469,Half1,1,3,NYJ 46,2,"(12:49) (No Huddle, Shotgun) 17-J.Allen pass short left to 14-S.Diggs pushed ob at NYJ 42 for 4 yards (31-B.Austin). NYJ-53-B.Cashman was injured during the play.",B,Cashman,NYJ,53,non contact,lower body,AFP,2020,NYJ,LB,ILB,53,R/Injured,Blake Cashman,Blake,Cashman,5/10/96,73,235,Minnesota,1,REG,Blake,32004341-5331-6185-2b37-0d7120bc9212,2019,1,Sun,9/13/20,13:00:00,Buffalo Bills,New York Jets,27,17,404,2,254,2,2020,FALSE,Buffalo Bills,New York Jets,BUF,NYJ,2,188,A-Turf Titan,Turf,Highmark Stadium,FALSE,67.5,68.5,12,95.25,0,42.7738,-78.7875,40.8137,-74.0829,277.5750706,0,0
2020_01_NYJ_BUF_Hyde,2020_BUF_23_Hyde,2020_01_NYJ_BUF,BUF,NYJ,REG,1,NYJ,away,BUF,NYJ,65,44087,42,942,2742,Half1,1,2,NYJ 35,12,(:42) (Shotgun) 14-S.Darnold pass incomplete deep right to 82-J.Crowder. BUF-23-M.Hyde was injured during the play.,M,Hyde,BUF,23,non contact,ankle,pass defender,2020,BUF,DB,FS,23,Active,Micah Hyde,Micah,Hyde,12/31/90,72,197,Iowa,7,CON,Micah,32004859-4442-2041-2cef-c6fc73545f0d,2013,1,Sun,9/13/20,13:00:00,Buffalo Bills,New York Jets,27,17,404,2,254,2,2020,FALSE,Buffalo Bills,New York Jets,BUF,NYJ,2,188,A-Turf Titan,Turf,Highmark Stadium,FALSE,67.5,68.5,12,95.25,0,42.7738,-78.7875,40.8137,-74.0829,277.5750706,0,0
2020_01_PHI_WAS_Curry,2020_PHI_75_Curry,2020_01_PHI_WAS,WAS,PHI,REG,1,WAS,home,PHI,PHI,27,44087,38,938,938,Half2,3,1,PHI 27,10,(:38) 7-D.Haskins pass short middle to 82-L.Thomas to PHI 23 for 4 yards (23-R.McLeod). PHI-75-V.Curry was injured during the play.,V,Curry,PHI,75,non contact,lower body,pass blocker,2020,PHI,DL,DE,75,Active,Vinny Curry,Vincent,Curry,6/30/88,75,279,Marshall,8,REG,Vinny,32004355-5252-8238-37c9-886c456a9256,2012,1,Sun,9/13/20,13:00:00,Washington Football Team,Philadelphia Eagles,27,17,239,0,265,3,2020,FALSE,Washington Football Team,Philadelphia Eagles,WAS,PHI,2,191,Bermuda Grass,Grass,FedExField,FALSE,77.5,79,5,71.5,0,39.0267,-77.4441,39.9074,-75.1783,135.3131785,0,0
2020_01_PHI_WAS_Graham,2020_PHI_55_Graham,2020_01_PHI_WAS,WAS,PHI,REG,1,WAS,home,PHI,PHI,48,44087,747,747,747,Half2,4,1,PHI 48,10,(12:27) (Shotgun) 7-D.Haskins pass short right to 17-T.McLaurin to PHI 45 for 3 yards (21-J.Mills). PHI-55-B.Graham was injured during the play.,B,Graham,PHI,55,contact,upper body,tackler,2020,PHI,DL,DE,55,Active,Brandon Graham,Brandon,Graham,4/3/88,74,265,Michigan,10,REG,Brandon,32004752-4113-0064-408f-cc7f40d8b327,2010,1,Sun,9/13/20,13:00:00,Washington Football Team,Philadelphia Eagles,27,17,239,0,265,3,2020,FALSE,Washington Football Team,Philadelphia Eagles,WAS,PHI,2,191,Bermuda Grass,Grass,FedExField,FALSE,77.5,79,5,71.5,0,39.0267,-77.4441,39.9074,-75.1783,135.3131785,0,0
2020_01_PIT_NYG_Banner,2020_PIT_72_Banner,2020_01_PIT_NYG,NYG,PIT,REG,1,PIT,away,NYG,NYG,8,44088,328,328,328,Half2,4,3,NYG 8,4,"(5:28) (Shotgun) 7-B.Roethlisberger pass short left to 19-J.Smith-Schuster for 8 yards, TOUCHDOWN. PIT-72-Z.Banner was injured during the play.",Z,Banner,PIT,72,contact,lower body,run blocker,2020,PIT,OL,T,72,R/Injured,Zach Banner,Zach,Banner,12/25/93,80,358,Southern California,3,WC,Zach,32004241-4e70-1016-865d-48751296db50,2017,1,Mon,9/14/20,19:15:00,Pittsburgh Steelers,New York Giants,26,16,349,1,291,2,2020,TRUE,New York Giants,Pittsburgh Steelers,NYG,PIT,3,176,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,67.25,67.25,9.75,46.75,0,40.8137,-74.0829,40.4467,-80.0158,312.0931777,0,0
2020_01_PIT_NYG_Peppers,2020_NYG_21_Peppers,2020_01_PIT_NYG,NYG,PIT,REG,1,PIT,away,NYG,NYG,44,44088,454,454,454,Half2,4,2,NYG 44,10,(7:34) (Shotgun) 24-B.Snell left tackle to NYG 14 for 30 yards (25-C.Ballentine; 21-J.Peppers). NYG-21-J.Peppers was injured during the play.,J,Peppers,NYG,21,contact,lower body,tackler,2020,NYG,DB,SS,21,Active,Jabrill Peppers,Jabrill,Peppers,10/4/95,71,213,Michigan,3,REG,Jabrill,32005045-5042-0619-4e7d-a0d4df4a4ea7,2017,1,Mon,9/14/20,19:15:00,Pittsburgh Steelers,New York Giants,26,16,349,1,291,2,2020,TRUE,New York Giants,Pittsburgh Steelers,NYG,PIT,3,176,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,67.25,67.25,9.75,46.75,0,40.8137,-74.0829,40.4467,-80.0158,312.0931777,0,0
2020_01_SEA_ATL_Dennard,2020_ATL_34_Dennard,2020_01_SEA_ATL,ATL,SEA,REG,1,SEA,away,ATL,ATL,43,44087,709,1609,1609,Half2,3,1,ATL 43,10,"(11:49) (No Huddle, Shotgun) 3-R.Wilson pass short right to 16-T.Lockett to ATL 39 for 4 yards (37-R.Allen). ATL-34-D.Dennard was injured during the play. PENALTY on ATL, Defensive Too Many Men on Field, 5 yards, enforced at ATL 43 - No Play.",D,Dennard,ATL,34,non contact,lower body,AFP,2020,ATL,DB,CB,34,Active,Darqueze Dennard,Darqueze,Dennard,10/10/91,71,205,Michigan State,6,REG,Darqueze,32004445-4e09-5585-b09c-1ac0b8a3689f,2014,1,Sun,9/13/20,13:00:00,Seattle Seahawks,Atlanta Falcons,38,25,383,0,506,2,2020,TRUE,Atlanta Falcons,Seattle Seahawks,ATL,SEA,3,192,FieldTurf Revolution,Turf,Mercedes-Benz Stadium,TRUE,82.25,86.5,2,66.75,0,33.7551,-84.401,47.5932,-122.3318,2177.413284,0,0
2020_01_SEA_ATL_Hill,2020_SEA_42_Hill,2020_01_SEA_ATL,ATL,SEA,REG,1,ATL,home,SEA,ATL,75,44087,305,1205,1205,Half2,3,1,ATL 25,10,(5:05) (Shotgun) 2-M.Ryan pass deep left to 11-J.Jones to SEA 31 for 44 yards (42-D.Hill) [90-J.Reed]. SEA-42-D.Hill was injured during the play.,D,Hill,SEA,42,contact,lower body,tackler,2020,SEA,DB,SS,42,R/Injured,Delano Hill,Delano,Hill,11/26/95,73,216,Michigan,3,WC,Delano,32004849-4c17-0556-1de1-66fd253b9acd,2017,1,Sun,9/13/20,13:00:00,Seattle Seahawks,Atlanta Falcons,38,25,383,0,506,2,2020,TRUE,Atlanta Falcons,Seattle Seahawks,ATL,SEA,3,192,FieldTurf Revolution,Turf,Mercedes-Benz Stadium,TRUE,82.25,86.5,2,66.75,0,33.7551,-84.401,47.5932,-122.3318,2177.413284,0,0
2020_01_SEA_ATL_Hill,2020_SEA_42_Hill,2020_01_SEA_ATL,ATL,SEA,REG,1,ATL,home,SEA,SEA,6,44087,58,58,58,Half2,4,1,SEA 6,6,"(:58) (No Huddle, Shotgun) 2-M.Ryan pass short left to 25-I.Smith to SEA 7 for -1 yards (42-D.Hill). SEA-42-D.Hill was injured during the play.",D,Hill,SEA,42,contact,lower body,tackler,2020,SEA,DB,SS,42,R/Injured,Delano Hill,Delano,Hill,11/26/95,73,216,Michigan,3,WC,Delano,32004849-4c17-0556-1de1-66fd253b9acd,2017,1,Sun,9/13/20,13:00:00,Seattle Seahawks,Atlanta Falcons,38,25,383,0,506,2,2020,TRUE,Atlanta Falcons,Seattle Seahawks,ATL,SEA,3,192,FieldTurf Revolution,Turf,Mercedes-Benz Stadium,TRUE,82.25,86.5,2,66.75,0,33.7551,-84.401,47.5932,-122.3318,2177.413284,0,0
2020_01_TB_NO_Gardner-Johnson,2020_NO_22_Gardner-Johnson,2020_01_TB_NO,NO,TB,REG,1,TB,away,NO,NO,17,44087,197,197,197,Half2,4,3,NO 17,10,"(3:17) (No Huddle, Shotgun) 12-T.Brady pass short left to 80-O.Howard to NO 14 for 3 yards (22-C.Gardner-Johnson). NO-22-C.Gardner-Johnson was injured during the play. His return is Probable. Pass 3, YAC 0",C,Gardner-Johnson,NO,22,contact,lower body,tackler,2020,NO,DB,SS,22,Active,Chauncey Gardner-Johnson,Chauncey,Gardner-Johnson,12/20/97,71,208,Florida,1,DIV,Chauncey,32004741-5221-1068-8e9a-b4c139418bfd,2019,1,Sun,9/13/20,16:25:00,New Orleans Saints,Tampa Bay Buccaneers,34,23,271,0,310,3,2020,FALSE,New Orleans Saints,Tampa Bay Buccaneers,NO,TB,4,191,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,87.75,100.5,8,70.5,0,29.9514,-90.082,27.9798,-82.495,478.3533545,0,0
2020_01_TB_NO_Montgomery,2020_NO_88_Montgomery,2020_01_TB_NO,NO,TB,REG,1,TB,away,NO,NO,35,44087,793,1693,1693,Half2,3,NA,NO 35,0,"3-W.Lutz kicks 65 yards from NO 35 to end zone, Touchback. NO-88-T.Montgomery was injured during the play. His return is Probable.",T,Montgomery,NO,88,non contact,lower body,AFP,2020,NO,RB,RB,88,Active,Ty Montgomery,Ty,Montgomery,1/22/93,72,216,Stanford,5,DIV,Ty,32004d4f-4e67-7133-aabc-f8fd3a30b39d,2015,1,Sun,9/13/20,16:25:00,New Orleans Saints,Tampa Bay Buccaneers,34,23,271,0,310,3,2020,FALSE,New Orleans Saints,Tampa Bay Buccaneers,NO,TB,4,191,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,87.75,100.5,8,70.5,0,29.9514,-90.082,27.9798,-82.495,478.3533545,0,0
2020_01_TB_NO_Nunez-Roches,2020_TB_56_Nunez-Roches,2020_01_TB_NO,NO,TB,REG,1,NO,home,TB,TB,44,44087,32,932,2732,Half1,1,1,TB 44,10,(:32) (Shotgun) 41-A.Kamara right guard to TB 42 for 2 yards (92-W.Gholston; 54-L.David). TB-56-R.Nunez-Roches was injured during the play. His return is Probable.,R,Nunez-Roches,TB,56,contact,upper body,run blocker,2020,TB,DL,DT,56,Active,Rakeem Nunez-Roches,Rakeem,Nunez-Roches,7/3/93,74,307,Southern Mississippi,5,SB,Rakeem,32004e55-4e25-0521-92d6-3fde26feb3fc,2015,1,Sun,9/13/20,16:25:00,New Orleans Saints,Tampa Bay Buccaneers,34,23,271,0,310,3,2020,FALSE,New Orleans Saints,Tampa Bay Buccaneers,NO,TB,4,191,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,87.75,100.5,8,70.5,0,29.9514,-90.082,27.9798,-82.495,478.3533545,0,0
2020_01_TEN_DEN_Bouye,2020_DEN_21_Bouye,2020_01_TEN_DEN,DEN,TEN,REG,1,TEN,away,DEN,TEN,58,44088,58,58,1858,Half1,2,1,TEN 42,10,"(:58) (No Huddle) 17-R.Tannehill pass incomplete short right to 84-C.Davis (21-A.Bouye). DEN-21-A.Bouye was injured during the play. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. (No Huddle) 17-R.Tannehill pass short right to 84-C.Davis ran ob at DEN 45 for 13 yards.",A,Bouye,DEN,21,contact,shoulder,pass blocker,2020,DEN,DB,CB,21,R/Susp < 1Yr,A.J. Bouye,Arlandus,Bouye,8/16/91,72,191,Central Florida,7,REG,A.J.,3200424f-5565-1714-cb38-07c822111a12,2013,1,Mon,9/14/20,22:10:00,Tennessee Titans,Denver Broncos,16,14,377,0,323,1,2020,TRUE,Denver Broncos,Tennessee Titans,DEN,TEN,3,182,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,74.25,74.25,5,19.75,0,39.5791,-104.83,36.1992,-86.8045,1008.439177,0,0
2020_01_TEN_DEN_Lewan,2020_TEN_77_Lewan,2020_01_TEN_DEN,DEN,TEN,REG,1,TEN,away,DEN,TEN,62,44088,242,1142,1142,Half2,3,2,TEN 38,5,(4:02) (No Huddle) 22-D.Henry left end to TEN 40 for 2 yards (45-A.Johnson). TEN-77-T.Lewan was injured during the play.,T,Lewan,TEN,77,contact,knee,run blocker,2020,TEN,OL,T,77,R/Injured,Taylor Lewan,Taylor,Lewan,7/22/91,79,309,Michigan,6,WC,Taylor,32004c45-5700-2883-b622-ba38489a4e2c,2014,1,Mon,9/14/20,22:10:00,Tennessee Titans,Denver Broncos,16,14,377,0,323,1,2020,TRUE,Denver Broncos,Tennessee Titans,DEN,TEN,3,182,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,74.25,74.25,5,19.75,0,39.5791,-104.83,36.1992,-86.8045,1008.439177,0,0
2020_02_ATL_DAL_Allen,2020_ATL_37_Allen,2020_02_ATL_DAL,DAL,ATL,REG,2,DAL,home,ATL,ATL,9,44094,783,783,2583,Half1,2,3,ATL 9,3,(13:03) (Shotgun) 21-E.Elliott left guard to ATL 2 for 7 yards (37-R.Allen). ATL-37-R.Allen was injured during the play.,R,Allen,ATL,37,contact,arm,tackler,2020,ATL,DB,CB,37,Active,Ricardo Allen,Ricardo,Allen,12/18/91,69,186,Purdue,6,REG,Ricardo,3200414c-4c64-1418-fc52-0f8fb6628ea9,2014,2,Sun,9/20/20,13:00:00,Dallas Cowboys,Atlanta Falcons,40,39,570,3,380,0,2020,FALSE,Dallas Cowboys,Atlanta Falcons,DAL,ATL,2,211,Hellas Matrix Turf,Turf,AT&T Stadium,TRUE,76.5,76.5,7.5,52.75,0,32.9049,-97.0359,33.7551,-84.401,731.3433354,7,7
2020_02_ATL_DAL_McGary,2020_ATL_76_McGary,2020_02_ATL_DAL,DAL,ATL,REG,2,ATL,away,DAL,DAL,14,44094,179,1079,2879,Half1,1,1,DAL 14,10,(2:59) 21-T.Gurley up the middle to DAL 13 for 1 yard (90-D.Lawrence). ATL-76-K.McGary was injured during the play.,K,McGary,ATL,76,contact,knee,run blocker,2020,ATL,OL,T,76,Active,Kaleb McGary,Kaleb,McGary,2/22/95,78,306,Washington,1,REG,Kaleb,32004d43-4703-7471-27c0-bc59a6bb256c,2019,2,Sun,9/20/20,13:00:00,Dallas Cowboys,Atlanta Falcons,40,39,570,3,380,0,2020,FALSE,Dallas Cowboys,Atlanta Falcons,DAL,ATL,2,211,Hellas Matrix Turf,Turf,AT&T Stadium,TRUE,76.5,76.5,7.5,52.75,0,32.9049,-97.0359,33.7551,-84.401,731.3433354,7,7
2020_02_BAL_HOU_Howard,2020_HOU_71_Howard,2020_02_BAL_HOU,HOU,BAL,REG,2,HOU,home,BAL,HOU,65,44094,309,1209,1209,Half2,3,2,HOU 35,10,(5:09) (Shotgun) 4-D.Watson pass short left to 18-R.Cobb to HOU 41 for 6 yards (24-M.Peters; 95-D.Wolfe). HOU-71-T.Howard was injured during the play.,T,Howard,HOU,71,non contact,lower body,run blocker,2020,HOU,OL,T,71,R/Injured,Tytus Howard,Tytus,Howard,5/23/96,77,322,Alabama State,1,REG,Tytus,3200484f-5743-2152-432d-da3c484cb3f8,2019,2,Sun,9/20/20,16:25:00,Baltimore Ravens,Houston Texans,33,16,407,0,304,2,2020,TRUE,Houston Texans,Baltimore Ravens,HOU,BAL,2,171,Hellas Matrix Turf,Turf,NRG Stadium,TRUE,73,74,14.75,87.25,50,29.6849,-95.4106,39.3972,-76.8352,1248.398299,10,7
2020_02_BAL_HOU_Young,2020_BAL_25_Young,2020_02_BAL_HOU,HOU,BAL,REG,2,HOU,home,BAL,BAL,45,44094,585,1485,3285,Half1,1,1,BAL 45,10,(9:45) (Shotgun) 4-D.Watson pass incomplete short left to 18-R.Cobb. BAL-25-T.Young was injured during the play. His return is Doubtful.,T,Young,BAL,25,non contact,lower body,pass defender,2020,BAL,DB,CB,25,R/Injured,Tavon Young,Tavon,Young,3/14/94,69,185,Temple,4,DIV,Tavon,3200544f-5529-7968-7f40-0f008a16f028,2016,2,Sun,9/20/20,16:25:00,Baltimore Ravens,Houston Texans,33,16,407,0,304,2,2020,TRUE,Houston Texans,Baltimore Ravens,HOU,BAL,2,171,Hellas Matrix Turf,Turf,NRG Stadium,TRUE,73,74,14.75,87.25,50,29.6849,-95.4106,39.3972,-76.8352,1248.398299,10,7
2020_02_BUF_MIA_Lawson,2020_MIA_90_Lawson,2020_02_BUF_MIA,MIA,BUF,REG,2,BUF,away,MIA,MIA,28,44094,248,248,2048,Half1,2,2,MIA 28,10,"(4:08) (Shotgun) 20-Z.Moss left end ran ob at MIA 25 for 3 yards (21-E.Rowe). MIA-90-S.Lawson was injured during the play. His return is Probable. PENALTY on BUF-19-I.McKenzie, Illegal Blindside Block, 15 yards, enforced at MIA 25.",S,Lawson,MIA,90,contact,lower body,run defender,2020,MIA,DL,DE,90,Active,Shaq Lawson,Shaq,Lawson,6/17/94,75,267,Clemson,4,REG,Shaq,32004c41-5778-3964-dce2-8f03b4b6e344,2016,2,Sun,9/20/20,13:00:00,Buffalo Bills,Miami Dolphins,31,28,523,1,410,0,2020,TRUE,Miami Dolphins,Buffalo Bills,MIA,BUF,2,183,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,88.25,104.25,7.25,75,8.75,25.9579,-80.2388,42.7738,-78.7875,1164.831875,7,7
2020_02_BUF_MIA_Oliver,2020_BUF_91_Oliver,2020_02_BUF_MIA,MIA,BUF,REG,2,MIA,home,BUF,BUF,25,44094,353,1253,1253,Half2,3,3,BUF 25,1,(5:53) 34-J.Howard left guard to BUF 24 for 1 yard (91-E.Oliver). BUF-91-E.Oliver was injured during the play. His return is Probable.,E,Oliver,BUF,91,contact,knee,run defender,2020,BUF,DL,DT,91,Active,Ed Oliver,Ed,Oliver,12/12/97,73,287,Houston,1,CON,Ed,32004f4c-4929-0385-df1c-0f8e40559b5a,2019,2,Sun,9/20/20,13:00:00,Buffalo Bills,Miami Dolphins,31,28,523,1,410,0,2020,TRUE,Miami Dolphins,Buffalo Bills,MIA,BUF,2,183,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,88.25,104.25,7.25,75,8.75,25.9579,-80.2388,42.7738,-78.7875,1164.831875,7,7
2020_02_CIN_CLE_Green,2020_CIN_18_Green,2020_02_CIN_CLE,CLE,CIN,REG,2,CIN,away,CLE,CIN,61,44091,894,1794,3594,Half1,1,1,CIN 39,10,"(14:54) (Shotgun) 9-J.Burrow pass deep left to 18-A.Green ran ob at CLE 26 for 35 yards. CIN-18-A.Green was injured during the play. Cleveland challenged the pass completion ruling, and the play was REVERSED. (Shotgun) 9-J.Burrow pass incomplete deep left to 18-A.Green. CIN-18-A.Green was injured during the play. His return is Probable.",A,Green,CIN,18,non contact,shoulder,pass reciever,2020,CIN,WR,WR,18,Active,A.J. Green,Adriel,Green,7/31/88,76,210,Georgia,9,REG,A.J.,32004752-4503-4604-5592-82f254d9dbee,2011,2,Thu,9/17/20,20:20:00,Cleveland Browns,Cincinnati Bengals,35,30,434,1,353,1,2020,FALSE,Cleveland Browns,Cincinnati Bengals,CLE,CIN,3,197,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,63.5,63.5,6.5,63.75,0,41.506,-81.7001,39.0964,-84.5164,223.0146236,4,4
2020_02_CIN_CLE_Higgins,2020_CIN_85_Higgins,2020_02_CIN_CLE,CLE,CIN,REG,2,CIN,away,CLE,CIN,70,44091,200,200,200,Half2,4,3,CIN 30,5,(3:20) (Shotgun) 9-J.Burrow pass incomplete short middle to 85-T.Higgins (21-D.Ward). CIN-85-T.Higgins was injured during the play.,T,Higgins,CIN,85,contact,upper body,pass reciever,2020,CIN,WR,WR,85,Active,Tee Higgins,Tamaurice,Higgins,1/18/99,76,210,Clemson,0,REG,Tee,32004849-4738-7791-9f89-d556c4b59b9a,2020,2,Thu,9/17/20,20:20:00,Cleveland Browns,Cincinnati Bengals,35,30,434,1,353,1,2020,FALSE,Cleveland Browns,Cincinnati Bengals,CLE,CIN,3,197,Kentucky Bluegrass,Grass,FirstEnergy Stadium,FALSE,63.5,63.5,6.5,63.75,0,41.506,-81.7001,39.0964,-84.5164,223.0146236,4,4
