connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,Contact/ non-contact,injury area,player role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,smart_id,entry_year,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,distance_miles,HOME_day_since_last_game,AWAY_day_since_last_game
2019_14_TEN_LV_Moreau,2019_LV_87_Moreau,2019_14_TEN_OAK,LV,TEN,REG,14,LV,home,TEN,TEN,47,43807,744,1644,1644,Half2,3,1,TEN 47,10,(12:24) (Shotgun) 4-D.Carr pass short middle to 87-F.Moreau pushed ob at TEN 41 for 6 yards (37-A.Hooker). OAK-87-F.Moreau was injured during the play. He is Out.,F,Moreau,LV,87,contact,knee,ball carrier,2019,LV,TE,TE,87,NA,Foster Moreau,Foster,Moreau,5/6/97,76,250,Louisiana State,0,REG,Foster,32004d4f-5209-6402-e68b-97ba5fd58ae3,2019,Sun,12/8/19,16:25:00,Tennessee Titans,Oakland Raiders,42,21,552,1,355,1,TRUE,Oakland Raiders,Tennessee Titans,LV,TEN,3,168,Bermuda Grass,Grass,Oakland Coliseum,FALSE,57.75,57.75,3.25,85,20.75,37.7567,-122.1931,36.1992,-86.8045,1944.766337,7,7
2019_14_TEN_LV_Worley,2019_LV_20_Worley,2019_14_TEN_OAK,LV,TEN,REG,14,TEN,away,LV,TEN,70,43807,127,1027,1027,Half2,3,1,TEN 30,10,(2:07) 22-D.Henry left tackle to OAK 46 for 24 yards (20-D.Worley). OAK-20-D.Worley was injured during the play.,D,Worley,LV,20,contact,lower body,tackler,2019,LV,DB,CB,20,Active,Daryl Worley,Daryl,Worley,2/22/95,73,215,West Virginia,3,REG,Daryl,3200574f-5261-6410-d895-940efbad622c,2016,Sun,12/8/19,16:25:00,Tennessee Titans,Oakland Raiders,42,21,552,1,355,1,TRUE,Oakland Raiders,Tennessee Titans,LV,TEN,3,168,Bermuda Grass,Grass,Oakland Coliseum,FALSE,57.75,57.75,3.25,85,20.75,37.7567,-122.1931,36.1992,-86.8045,1944.766337,7,7
2019_15_JAX_LV_Allen,2019_JAX_41_Allen,2019_15_JAX_OAK,LV,JAX,REG,15,LV,home,JAX,JAX,49,43814,327,327,2127,Half1,2,2,JAX 49,9,(5:27) 4-D.Carr pass short left to 28-J.Jacobs pushed ob at JAX 35 for 14 yards (54-D.Payne). JAX-41-J.Allen was injured during the play. His return is Questionable.,J,Allen,JAX,41,contact,shoulder,pass rusher,2019,JAX,DL,DE,41,Active,Josh Allen,Joshua,Allen,7/13/97,77,262,Kentucky,0,REG,Josh,3200414c-4c52-8759-5d19-904fa0fc8823,2019,Sun,12/15/19,16:05:00,Jacksonville Jaguars,Oakland Raiders,20,16,262,0,364,0,TRUE,Oakland Raiders,Jacksonville Jaguars,LV,JAX,1,178,Bermuda Grass,Grass,Oakland Coliseum,FALSE,55.75,55.75,5.75,55.5,0,37.7567,-122.1931,30.3237,-81.636,2359.168338,7,7
2019_15_LAR_DAL_Thomas,2019_DAL_48_Thomas,2019_15_LAR_DAL,DAL,LAR,REG,15,LA,away,DAL,LA,62,43814,41,941,2741,Half1,1,1,LA 38,10,(:41) (No Huddle) 16-J.Goff pass short left to 17-R.Woods to LA 39 for 1 yard (50-S.Lee; 48-J.Thomas). DAL-48-J.Thomas was injured during the play. His return is Questionable.,J,Thomas,DAL,48,contact,knee,tackler,2019,DAL,LB,ILB,48,Active,Joe Thomas,Joe,Thomas,5/6/91,73,232,South Carolina State,5,REG,Joe,32005448-4f23-4901-740f-082d2e02080f,2014,Sun,12/15/19,16:25:00,Dallas Cowboys,Los Angeles Rams,44,21,475,0,289,1,FALSE,Dallas Cowboys,Los Angeles Rams,DAL,LAR,1,188,Hellas Matrix Turf,Turf,AT&T Stadium,TRUE,71.25,71.25,5.25,38,0,32.9049,-97.0359,33.8642,-118.261,1224.23143,10,7
2019_16_LAR_SF_Evans,2019_LAR_71_Evans,2019_16_LAR_SF,SF,LAR,REG,16,LA,away,SF,LA,85,43820,296,1196,2996,Half1,1,2,LA 15,3,(4:56) 27-D.Henderson right end to LA 15 for no gain (25-R.Sherman). LA-71-B.Evans was injured during the play.,B,Evans,LAR,71,contact,back,run blocker,2019,LAR,OL,T,71,Active,Bobby Evans,Bobby,Evans,3/24/97,76,312,Oklahoma,0,REG,Bobby,32004556-4123-7310-44e4-5ca5223f4b63,2019,Sat,12/21/19,20:15:00,San Francisco 49ers,Los Angeles Rams,34,31,334,2,395,1,FALSE,San Francisco 49ers,Los Angeles Rams,SF,LAR,1,183,"Bermuda Grass,Perennial Ryegrass Mixture",Grass,Levi's Stadium,FALSE,56.5,56.5,5.5,66.75,0,37.4029,-121.9678,33.8642,-118.261,321.0665045,6,6
2019_16_LV_LAC_Mullen,2019_LV_27_Mullen,2019_16_OAK_LAC,LAC,LV,REG,16,LAC,home,LV,LAC,60,43821,253,253,2053,Half1,2,2,LAC 40,10,(4:13) (Shotgun) 17-P.Rivers pass short right to 86-H.Henry to OAK 43 for 17 yards (51-W.Compton). OAK-27-T.Mullen was injured during the play.,T,Mullen,LV,27,contact,head,tackler,2019,LV,DB,CB,27,Active,Trayvon Mullen,Trayvon,Mullen,9/20/97,74,200,Clemson,0,REG,Trayvon,32004d55-4c38-0585-7ea5-54b5f4d9dbd8,2019,Sun,12/22/19,16:05:00,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,TRUE,Los Angeles Chargers,Oakland Raiders,LAC,LV,4,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,64.5,64.5,9,56,0,33.8642,-118.261,37.7567,-122.1931,347.6122738,7,7
2019_16_LV_LAC_Mullen,2019_LV_27_Mullen,2019_16_OAK_LAC,LAC,LV,REG,16,LAC,home,LV,LV,32,43821,135,135,135,Half2,4,3,LV 32,6,(2:15) (Shotgun) 17-P.Rivers pass short right to 16-A.Patton to OAK 22 for 10 yards (27-T.Mullen). OAK-27-T.Mullen was injured during the play.,T,Mullen,LV,27,contact,head,tackler,2019,LV,DB,CB,27,Active,Trayvon Mullen,Trayvon,Mullen,9/20/97,74,200,Clemson,0,REG,Trayvon,32004d55-4c38-0585-7ea5-54b5f4d9dbd8,2019,Sun,12/22/19,16:05:00,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,TRUE,Los Angeles Chargers,Oakland Raiders,LAC,LV,4,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,64.5,64.5,9,56,0,33.8642,-118.261,37.7567,-122.1931,347.6122738,7,7
2019_16_LV_LAC_Perryman,2019_LAC_52_Perryman,2019_16_OAK_LAC,LAC,LV,REG,16,LV,away,LAC,LV,58,43821,310,310,310,Half2,4,1,LV 42,10,(5:10) 33-D.Washington up the middle to OAK 46 for 4 yards (44-K.White). LAC-52-D.Perryman was injured during the play.,D,Perryman,LAC,52,contact,lower body,run defender,2019,LAC,LB,ILB,52,Active,Denzel Perryman,Denzel,Perryman,12/5/92,71,240,Miami,4,REG,Denzel,32005045-5277-5462-491f-9c5c82a7d666,2015,Sun,12/22/19,16:05:00,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,TRUE,Los Angeles Chargers,Oakland Raiders,LAC,LV,4,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,64.5,64.5,9,56,0,33.8642,-118.261,37.7567,-122.1931,347.6122738,7,7
2019_16_LV_LAC_Richard,2019_LV_30_Richard,2019_16_OAK_LAC,LAC,LV,REG,16,LV,away,LAC,LV,85,43821,562,1462,3262,Half1,1,1,LV 15,10,(9:22) 4-D.Carr pass short left to 30-J.Richard to OAK 14 for -1 yards (33-D.James). OAK-30-J.Richard was injured during the play. His return is Questionable.,J,Richard,LV,30,contact,lower body,ball carrier,2019,LV,RB,RB,30,Active,Jalen Richard,Jalen,Richard,10/15/93,68,207,Southern Mississippi,3,REG,Jalen,32005249-4321-5247-7a5e-942202d7199a,2016,Sun,12/22/19,16:05:00,Oakland Raiders,Los Angeles Chargers,24,17,366,0,284,0,TRUE,Los Angeles Chargers,Oakland Raiders,LAC,LV,4,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,64.5,64.5,9,56,0,33.8642,-118.261,37.7567,-122.1931,347.6122738,7,7
2019_17_ARI_LAR_Brockers,2019_LAR_90_Brockers,2019_17_ARI_LAR,LAR,ARI,REG,17,ARI,away,LA,LA,7,43828,348,1248,1248,Half2,3,1,LA 7,7,(5:48) (Shotgun) 52-M.Cole reported in as eligible. 1-K.Murray pass short left to 41-K.Drake to LA 2 for 5 yards (50-S.Ebukam). LA-90-M.Brockers was injured during the play.,M,Brockers,LAR,90,contact,lower body,tackler,2019,LAR,DL,DT,90,Active,Michael Brockers,Michael,Brockers,12/21/90,77,305,Louisiana State,7,REG,Michael,32004252-4f06-0116-e3d2-40eff8ffad04,2012,Sun,12/29/19,16:25:00,Los Angeles Rams,Arizona Cardinals,31,24,424,0,393,5,FALSE,Los Angeles Rams,Arizona Cardinals,LAR,ARI,2,198,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,61.75,61.75,2.5,46.25,0,33.8642,-118.261,33.5276,-112.2626,345.5745035,8,7
2019_17_LV_DEN_Compton,2019_LV_51_Compton,2019_17_OAK_DEN,DEN,LV,REG,17,DEN,home,LV,LV,25,43828,115,115,115,Half2,4,3,LV 25,8,"(1:55) 30-P.Lindsay up the middle to OAK 24 for 1 yard (50-N.Morrow). OAK-51-W.Compton was injured during the play. PENALTY on DEN-72-G.Bolles, Unnecessary Roughness, 15 yards, enforced at OAK 24.",W,Compton,LV,51,contact,upper body/ shoulder,run defender,2019,LV,LB,ILB,51,Active,Will Compton,William,Compton,9/19/89,73,235,Nebraska,6,REG,Will,3200434f-4d67-3597-dd27-1e2e40c96ad4,2013,Sun,12/29/19,16:25:00,Denver Broncos,Oakland Raiders,16,15,238,1,477,1,FALSE,Denver Broncos,Oakland Raiders,DEN,LV,3,183,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,31.5,28,3.25,33.75,0,39.5791,-104.83,37.7567,-122.1931,943.6575276,7,7
2019_17_LV_DEN_Miller,2019_DEN_58_Miller,2019_17_OAK_DEN,DEN,LV,REG,17,LV,away,DEN,DEN,41,43828,828,1728,1728,Half2,3,2,DEN 41,12,"(13:48) 4-D.Carr pass short right to 33-D.Washington to DEN 41 for no gain (31-J.Simmons, 51-T.Davis) [58-V.Miller]. DEN-58-V.Miller was injured during the play.",V,Miller,DEN,58,contact,upper body,tackler,2019,DEN,LB,OLB,58,Active,Von Miller,Vonnie,Miller,3/26/89,75,250,Texas A&amp;M,8,REG,Von,32004d49-4c59-7654-8608-622051b53bd3,2011,Sun,12/29/19,16:25:00,Denver Broncos,Oakland Raiders,16,15,238,1,477,1,FALSE,Denver Broncos,Oakland Raiders,DEN,LV,3,183,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,31.5,28,3.25,33.75,0,39.5791,-104.83,37.7567,-122.1931,943.6575276,7,7
2019_17_LV_DEN_Morrow,2019_LV_50_Morrow,2019_17_OAK_DEN,DEN,LV,REG,17,DEN,home,LV,LV,41,43828,71,71,1871,Half1,2,1,LV 41,10,(1:11) (Shotgun) 3-D.Lock scrambles left end to OAK 29 for 12 yards (50-N.Morrow). OAK-50-N.Morrow was injured during the play.,N,Morrow,LV,50,contact,upper body,tackler,2019,LV,LB,ILB,50,Active,Nicholas Morrow,Nicholas,Morrow,7/10/95,72,225,Greenville,2,REG,Nicholas,32004d4f-5270-9781-eda2-89daaedb48f7,2017,Sun,12/29/19,16:25:00,Denver Broncos,Oakland Raiders,16,15,238,1,477,1,FALSE,Denver Broncos,Oakland Raiders,DEN,LV,3,183,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,31.5,28,3.25,33.75,0,39.5791,-104.83,37.7567,-122.1931,943.6575276,7,7
2020_01_DAL_LAR_Erving,2020_DAL_75_Erving,2020_01_DAL_LAR,LAR,DAL,REG,1,DAL,away,LA,LA,35,44087,317,317,2117,Half1,2,4,LA 35,7,"(5:17) 2-G.Zuerlein 53 yard field goal is No Good, Wide Right, Center-91-L.Ladouceur, Holder-6-C.Jones. DAL-75-C.Erving was injured during the play.",C,Erving,DAL,75,unknown,unknown,unknown,2020,DAL,OL,T,75,R/Injured,Cameron Erving,Cameron,Erving,8/23/92,78,313,Florida State,5,REG,Cameron,32004552-5628-8583-d854-14a2bec5e2b8,2015,Sun,9/13/20,20:20:00,Los Angeles Rams,Dallas Cowboys,20,17,422,1,380,0,FALSE,Los Angeles Rams,Dallas Cowboys,LAR,DAL,1,190,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,71.5,71.5,5.25,62.5,0,33.8642,-118.261,32.9049,-97.0359,1224.23143,0,0
2020_02_LAR_PHI_Cox,2020_PHI_91_Cox,2020_02_LAR_PHI,PHI,LAR,REG,2,LA,away,PHI,LA,67,44094,323,1223,3023,Half1,1,3,LA 33,2,(5:23) (Shotgun) 16-J.Goff pass short left to 12-V.Jefferson pushed ob at LA 43 for 10 yards (29-A.Maddox). PHI-91-F.Cox was injured during the play.,F,Cox,PHI,91,unknown,unknown,unknown,2020,PHI,DL,DT,91,Active,Fletcher Cox,Fletcher,Cox,12/13/90,76,310,Mississippi State,8,REG,Fletcher,3200434f-5820-0177-83ba-63d72110a827,2012,Sun,9/20/20,13:00:00,Los Angeles Rams,Philadelphia Eagles,37,19,449,1,363,3,TRUE,Philadelphia Eagles,Los Angeles Rams,PHI,LAR,3,182,Desso GrassMaster,Hybrid,Lincoln Financial Field,FALSE,63.25,63.25,8.5,32.25,0,39.9074,-75.1783,33.8642,-118.261,2393.81906,7,7
2020_02_LAR_PHI_Noteboom,2020_LAR_70_Noteboom,2020_02_LAR_PHI,PHI,LAR,REG,2,LA,away,PHI,LA,69,44094,377,1277,1277,Half2,3,1,LA 31,10,(6:17) 12-V.Jefferson right end to LA 30 for -1 yards (24-D.Slay). LA-70-J.Noteboom was injured during the play. His return is Questionable.,J,Noteboom,LAR,70,non contact,lower body,AFP,2020,LAR,OL,G,70,Active,Joseph Noteboom,Joseph,Noteboom,6/19/95,77,321,Texas Christian,2,DIV,Joseph,32004e4f-5405-9326-71bf-6ca4d7f0dd6d,2018,Sun,9/20/20,13:00:00,Los Angeles Rams,Philadelphia Eagles,37,19,449,1,363,3,TRUE,Philadelphia Eagles,Los Angeles Rams,PHI,LAR,3,182,Desso GrassMaster,Hybrid,Lincoln Financial Field,FALSE,63.25,63.25,8.5,32.25,0,39.9074,-75.1783,33.8642,-118.261,2393.81906,7,7
2020_02_LAR_PHI_Seumalo,2020_PHI_73_Seumalo,2020_02_LAR_PHI,PHI,LAR,REG,2,PHI,home,LA,LA,3,44094,409,409,2209,Half1,2,1,LA 3,3,(6:49) (Shotgun) 26-M.Sanders up the middle to LA 1 for 2 yards (90-M.Brockers). PHI-73-I.Seumalo was injured during the play.,I,Seumalo,PHI,73,contact,lower body,run blocker,2020,PHI,OL,G,73,Active,Isaac Seumalo,Isaac,Seumalo,10/29/93,76,303,Oregon State,4,REG,Isaac,32005345-5530-6003-d964-c18cd95b904b,2016,Sun,9/20/20,13:00:00,Los Angeles Rams,Philadelphia Eagles,37,19,449,1,363,3,TRUE,Philadelphia Eagles,Los Angeles Rams,PHI,LAR,3,182,Desso GrassMaster,Hybrid,Lincoln Financial Field,FALSE,63.25,63.25,8.5,32.25,0,39.9074,-75.1783,33.8642,-118.261,2393.81906,7,7
2020_03_LAR_BUF_Addison,2020_BUF_97_Addison,2020_03_LAR_BUF,BUF,LAR,REG,3,LA,away,BUF,LA,64,44101,809,809,809,Half2,4,1,LA 36,10,(13:29) 16-J.Goff pass incomplete short right to 34-M.Brown. BUF-97-M.Addison was injured during the play.,M,Addison,BUF,97,contact,lower body,pass rusher,2020,BUF,DL,DE,97,Active,Mario Addison,Mario,Addison,9/6/87,75,260,Troy,9,CON,Mario,32004144-4449-4264-a260-256c81ea051a,2011,Sun,9/27/20,13:00:00,Buffalo Bills,Los Angeles Rams,35,32,375,2,478,2,FALSE,Buffalo Bills,Los Angeles Rams,BUF,LAR,4,170,A-Turf Titan,Turf,Highmark Stadium,FALSE,77.25,77.25,12.5,55,0,42.7738,-78.7875,33.8642,-118.261,2204.643625,7,7
2020_03_LAR_BUF_Dawkins,2020_BUF_73_Dawkins,2020_03_LAR_BUF,BUF,LAR,REG,3,BUF,home,LA,LA,47,44101,151,151,151,Half2,4,1,LA 47,10,(2:31) (Shotgun) 17-J.Allen pass short left to 19-I.McKenzie to LA 41 for 6 yards (45-O.Okoronkwo). BUF-73-D.Dawkins was injured during the play.,D,Dawkins,BUF,73,contact,knee,screen blocker,2020,BUF,OL,T,73,Active,Dion Dawkins,Dion,Dawkins,4/26/94,77,320,Temple,3,CON,Dion,32004441-5705-6236-cf99-fd4dcf52774c,2017,Sun,9/27/20,13:00:00,Buffalo Bills,Los Angeles Rams,35,32,375,2,478,2,FALSE,Buffalo Bills,Los Angeles Rams,BUF,LAR,4,170,A-Turf Titan,Turf,Highmark Stadium,FALSE,77.25,77.25,12.5,55,0,42.7738,-78.7875,33.8642,-118.261,2204.643625,7,7
2020_03_LAR_BUF_Joseph,2020_LAR_69_Joseph,2020_03_LAR_BUF,BUF,LAR,REG,3,BUF,home,LA,LA,30,44101,527,527,527,Half2,4,1,LA 30,10,(8:47) 17-J.Allen sacked at LA 42 for -12 yards (99-A.Donald). LA-69-S.Joseph was injured during the play.,S,Joseph,LAR,69,contact,ankle,pass rusher,2020,LAR,DL,NT,69,Active,Sebastian Joseph,Sebastian,Joseph,3/21/95,76,310,Rutgers,2,DIV,Sebastian,32004a4f-5328-0126-c7d1-ee2dea9d9a91,2018,Sun,9/27/20,13:00:00,Buffalo Bills,Los Angeles Rams,35,32,375,2,478,2,FALSE,Buffalo Bills,Los Angeles Rams,BUF,LAR,4,170,A-Turf Titan,Turf,Highmark Stadium,FALSE,77.25,77.25,12.5,55,0,42.7738,-78.7875,33.8642,-118.261,2204.643625,7,7
2020_04_NYG_LAR_Fackrell,2020_NYG_51_Fackrell,2020_04_NYG_LAR,LAR,NYG,REG,4,LA,home,NYG,LA,87,44108,460,1360,1360,Half2,3,2,LA 13,6,"(7:40) (No Huddle, Shotgun) 16-J.Goff pass short middle to 17-R.Woods to LA 20 for 7 yards (54-B.Martinez). NYG-51-K.Fackrell was injured during the play. His return is Probable.",K,Fackrell,NYG,51,contact,upper body,run defender,2020,NYG,LB,OLB,51,Active,Kyler Fackrell,Kyler,Fackrell,11/25/91,77,245,Utah State,4,REG,Kyler,32004641-4335-5963-baa6-187c3472147d,2016,Sun,10/4/20,16:05:00,Los Angeles Rams,New York Giants,17,9,240,1,295,1,FALSE,Los Angeles Rams,New York Giants,LAR,NYG,1,164,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,87.25,87.25,4.25,33.25,0,33.8642,-118.261,40.8137,-74.0829,2447.519847,7,7
2020_06_LAR_SF_Williams,2020_SF_71_Williams,2020_06_LAR_SF,SF,LAR,REG,6,SF,home,LA,LA,48,44122,621,621,621,Half2,4,1,LA 48,10,(10:21) 38-J.Hasty left tackle to LA 44 for 4 yards (91-G.Gaines). SF-71-T.Williams was injured during the play.,T,Williams,SF,71,contact,head,run blocker,2020,SF,OL,T,71,R/Injured,Trent Williams,Trent,Williams,7/19/88,77,320,Oklahoma,10,REG,Trent,32005749-4c54-7553-75b9-3d34c5460f69,2010,Sun,10/18/20,20:20:00,San Francisco 49ers,Los Angeles Rams,24,16,390,0,311,1,FALSE,San Francisco 49ers,Los Angeles Rams,SF,LAR,1,180,"Bermuda Grass,Perennial Ryegrass Mixture",Grass,Levi's Stadium,FALSE,76.5,76.5,5.25,42.25,0,37.4029,-121.9678,33.8642,-118.261,321.0665045,7,7
2020_07_CHI_LAR_Burgess,2020_LAR_26_Burgess,2020_07_CHI_LAR,LAR,CHI,REG,7,CHI,away,LA,LA,17,44130,702,702,702,Half2,4,2,LA 17,7,(11:42) 32-D.Montgomery left guard to LA 11 for 6 yards (26-T.Burgess; 59-M.Kiser). LA-26-T.Burgess was injured during the play.,T,Burgess,LAR,26,contact,lower body,tackler,2020,LAR,DB,SS,26,R/Injured,Terrell Burgess,Terrell,Burgess,11/12/98,71,198,Utah,0,DIV,Terrell,32004255-5210-2577-4960-9b8e33e83c2a,2020,Mon,10/26/20,20:15:00,Los Angeles Rams,Chicago Bears,24,10,371,1,279,2,FALSE,Los Angeles Rams,Chicago Bears,LAR,CHI,3,179,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,69.25,69.25,3.25,10,0,33.8642,-118.261,42.256,-87.8954,1739.815973,8,8
2020_08_LAR_MIA_Laird,2020_MIA_32_Laird,2020_08_LAR_MIA,MIA,LAR,REG,8,LA,away,MIA,LA,75,44136,673,1573,1573,Half2,3,4,LA 25,13,"(11:13) 6-J.Hekker punts 44 yards to MIA 31, Center-44-J.McQuaide, fair catch by 19-J.Grant. MIA-32-P.Laird was injured during the play. His return is Probable.",P,Laird,MIA,32,contact,unknown,punt return,2020,MIA,RB,RB,32,Active,Patrick Laird,Patrick,Laird,8/17/95,72,205,California,1,REG,Patrick,32004c41-4966-8713-9f2a-ee69c24a76bc,2019,Sun,11/1/20,13:00:00,Miami Dolphins,Los Angeles Rams,28,17,145,2,471,4,FALSE,Miami Dolphins,Los Angeles Rams,MIA,LAR,4,197,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,84.75,93.75,9,74.25,0,25.9579,-80.2388,33.8642,-118.261,2327.925402,14,6
2020_08_LAR_MIA_Needham,2020_MIA_40_Needham,2020_08_LAR_MIA,MIA,LAR,REG,8,LA,away,MIA,LA,75,44136,302,1202,1202,Half2,3,1,LA 25,10,(5:02) 16-J.Goff pass short left to 10-C.Kupp pushed ob at LA 31 for 6 yards (40-N.Needham). MIA-40-N.Needham was injured during the play. His return is Questionable.,N,Needham,MIA,40,contact,lower body,tackler,2020,MIA,DB,CB,40,Active,Nik Needham,Nikolas,Needham,11/4/96,72,193,Texas-El Paso,1,REG,Nik,32004e45-4527-2301-dc02-50bad6e0618b,2019,Sun,11/1/20,13:00:00,Miami Dolphins,Los Angeles Rams,28,17,145,2,471,4,FALSE,Miami Dolphins,Los Angeles Rams,MIA,LAR,4,197,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,84.75,93.75,9,74.25,0,25.9579,-80.2388,33.8642,-118.261,2327.925402,14,6
2020_10_SEA_LAR_Iupati,2020_SEA_70_Iupati,2020_10_SEA_LAR,LAR,SEA,REG,10,SEA,away,LA,LA,44,44150,568,568,568,Half2,4,1,LA 44,10,"(9:28) (No Huddle, Shotgun) 3-R.Wilson pass short left to 41-A.Collins to LA 40 for 4 yards (59-M.Kiser). SEA-70-M.Iupati was injured during the play.",M,Iupati,SEA,70,contact,lower body,pass blocker,2020,SEA,OL,G,70,Active,Mike Iupati,Mike,Iupati,5/12/87,77,331,Idaho,10,WC,Mike,32004955-5005-9326-dc31-5cce1c6719d2,2010,Sun,11/15/20,16:25:00,Los Angeles Rams,Seattle Seahawks,23,16,389,1,333,3,FALSE,Los Angeles Rams,Seattle Seahawks,LAR,SEA,4,181,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,80,80,4.75,17.25,0,33.8642,-118.261,47.5932,-122.3318,971.927993,14,7
2020_10_SEA_LAR_Whitworth,2020_LAR_77_Whitworth,2020_10_SEA_LAR,LAR,SEA,REG,10,LA,home,SEA,LA,62,44150,93,93,1893,Half1,2,2,LA 38,10,(1:33) (Shotgun) 16-J.Goff sacked at LA 33 for -5 yards (33-J.Adams). LA-77-A.Whitworth was injured during the play.,A,Whitworth,LAR,77,contact,knee,pass protector,2020,LAR,OL,T,77,Active,Andrew Whitworth,Andrew,Whitworth,12/12/81,79,330,Louisiana State,14,DIV,Andrew,32005748-4982-5900-e93f-eb602e0a7d0b,2006,Sun,11/15/20,16:25:00,Los Angeles Rams,Seattle Seahawks,23,16,389,1,333,3,FALSE,Los Angeles Rams,Seattle Seahawks,LAR,SEA,4,181,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,80,80,4.75,17.25,0,33.8642,-118.261,47.5932,-122.3318,971.927993,14,7
2020_12_SF_LAR_Barrett,2020_SF_64_Barrett,2020_12_SF_LAR,LAR,SF,REG,12,LA,home,SF,LA,53,44164,101,1001,2801,Half1,1,2,LA 47,11,(1:41) (Shotgun) 16-J.Goff pass short left to 17-R.Woods to SF 45 for 8 yards (20-J.Ward; 64-A.Barrett). SF-64-A.Barrett was injured during the play.,A,Barrett,SF,64,contact,upper body,tackler,2020,SF,DL,DE,64,Active,Alex Barrett,Alejandro,Barrett,3/6/94,74,250,San Diego State,3,REG,Alex,32004241-5258-9801-2c03-198e1cbf3239,2017,Sun,11/29/20,16:05:00,San Francisco 49ers,Los Angeles Rams,23,20,345,3,308,4,TRUE,Los Angeles Rams,San Francisco 49ers,LAR,SF,4,190,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,73.5,73.5,3.5,16.5,0,33.8642,-118.261,37.4029,-121.9678,321.0665045,6,14
2020_12_SF_LAR_Taylor,2020_SF_47_Taylor,2020_12_SF_LAR,LAR,SF,REG,12,LA,home,SF,LA,80,44164,103,103,1903,Half1,2,1,LA 20,10,"(1:43) (Shotgun) 16-J.Goff pass short middle to 81-G.Everett to LA 26 for 6 yards (54-F.Warner) [91-A.Armstead]. SF-47-J.Taylor was injured during the play. PENALTY on SF-91-A.Armstead, Roughing the Passer, 15 yards, enforced at LA 26.",J,Taylor,SF,47,contact,knee,AFP,2020,SF,DB,CB,47,R/Injured,Jamar Taylor,Jamar,Taylor,9/29/90,71,192,Boise State,7,REG,Jamar,32005441-5929-4506-4344-5397658d005b,2013,Sun,11/29/20,16:05:00,San Francisco 49ers,Los Angeles Rams,23,20,345,3,308,4,TRUE,Los Angeles Rams,San Francisco 49ers,LAR,SF,4,190,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,73.5,73.5,3.5,16.5,0,33.8642,-118.261,37.4029,-121.9678,321.0665045,6,14
2020_15_NYJ_LAR_Akers,2020_LAR_23_Akers,2020_15_NYJ_LAR,LAR,NYJ,REG,15,LA,home,NYJ,LA,81,44185,754,754,2554,Half1,2,1,LA 19,10,(12:34) 23-C.Akers up the middle to LA 20 for 1 yard (95-Q.Williams). LA-23-C.Akers was injured during the play.,C,Akers,LAR,23,contact,lower body,ball carrier,2020,LAR,RB,RB,23,Active,Cam Akers,Cam,Akers,6/22/99,70,212,Florida State,0,DIV,Cam,3200414b-4541-5291-73e4-84e805a9ffce,2020,Sun,12/20/20,16:05:00,New York Jets,Los Angeles Rams,23,20,289,0,303,1,TRUE,Los Angeles Rams,New York Jets,LAR,NYJ,2,171,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,76.5,76.5,3.25,13.25,0,33.8642,-118.261,40.8137,-74.0829,2447.519847,10,7
