season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,college,years_exp,week,game_type,football_name,entry_year,player_id
2020,LA,OL,G,73,Inactive,David Edwards,David,Edwards,1997-03-20,Wisconsin,1,19,DIV,David,2019,2020_Edwards_LA
2020,LA,OL,T,67,R/OptOut,Chandler Brewer,Chandler,Brewer,1997-06-21,Middle Tennessee,1,19,DIV,Chandler,2019,2020_Brewer_LA
2020,LA,OL,T,72,Active,Tremayne Anchrum,Tremayne,Anchrum,1998-06-24,Clemson,0,19,DIV,Tremayne,2020,2020_Anchrum_LA
2020,LA,QB,QB,19,Active,Blake Bortles,Robby,Bortles,1992-04-28,Central Florida,6,19,DIV,Blake,2014,2020_Bortles_LA
2020,LA,QB,QB,16,Active,Jared Goff,Jared,Goff,1994-10-14,California,4,19,DIV,Jared,2016,2020_Goff_LA
2020,LA,QB,QB,9,Inactive,John Wolford,John,Wolford,1995-10-16,Wake Forest,2,19,DIV,John,2018,2020_Wolford_LA
2020,LA,QB,QB,5,Inactive,Bryce Perkins,Bryce,Perkins,1996-12-20,Virginia,0,19,DIV,Bryce,2020,2020_Perkins_LA
2020,LA,RB,RB,34,Active,Malcolm Brown,Malcolm,Brown,1993-05-15,Texas,5,19,DIV,Malcolm,2015,2020_Brown_LA
2020,LA,RB,RB,27,R/Injured,Darrell Henderson,Darrell,Henderson,1997-08-19,Memphis,1,19,DIV,Darrell,2019,2020_Henderson_LA
2020,LA,RB,RB,23,Active,Cam Akers,Cam,Akers,1999-06-22,Florida State,0,19,DIV,Cam,2020,2020_Akers_LA
2020,LA,RB,RB,30,R/Injured,Raymond Calais,Raymond,Calais,1998-04-02,Louisiana-Lafayette,0,19,DIV,Raymond,2020,2020_Calais_LA
2020,LA,RB,RB,35,Active,Xavier Jones,Xavier,Jones,1997-08-24,Southern Methodist,0,19,DIV,Xavier,2020,2020_Jones_LA
2020,LA,SPEC,LS,44,Active,Jake McQuaide,Jacob,McQuaide,1987-12-07,Ohio State,9,19,DIV,Jake,2011,2020_McQuaide_LA
2020,LA,SPEC,P,6,Active,Johnny Hekker,John,Hekker,1990-02-08,Oregon State,8,19,DIV,Johnny,2012,2020_Hekker_LA
2020,LA,SPEC,LS,40,Practice Squad,Colin Holba,Colin,Holba,1994-07-08,Louisville,3,19,DIV,Colin,2017,2020_Holba_LA
2020,LA,SPEC,K,8,PS/Pro,Austin MacGinnis,Austin,MacGinnis,1995-05-04,Kentucky,0,19,DIV,Austin,2020,2020_MacGinnis_LA
2020,LA,SPEC,K,1,Active,Matt Gay,Matt,Gay,1994-03-15,Utah,1,19,DIV,Matt,2019,2020_Gay_LA
2020,LA,SPEC,P,1,PS/Pro,Brandon Wright,Brandon,Wright,1997-02-18,NA,0,19,DIV,Brandon,2020,2020_Wright_LA
2020,LA,TE,TE,89,Active,Tyler Higbee,Tyler,Higbee,1993-01-01,Western Kentucky,4,19,DIV,Tyler,2016,2020_Higbee_LA
2020,LA,TE,TE,81,Active,Gerald Everett,Gerald,Everett,1994-06-25,South Alabama,3,19,DIV,Gerald,2017,2020_Everett_LA
2020,LA,TE,TE,82,Active,Johnny Mundt,Johnny,Mundt,1994-11-23,Oregon,3,19,DIV,Johnny,2017,2020_Mundt_LA
2020,LA,TE,TE,86,Practice Squad,Kendall Blanton,Kendall,Blanton,1995-11-10,Missouri,1,19,DIV,Kendall,2019,2020_Blanton_LA
2020,LA,TE,TE,88,Active,Brycen Hopkins,Brycen,Hopkins,1997-03-27,Purdue,0,19,DIV,Brycen,2020,2020_Hopkins_LA
2020,LA,WR,WR,17,Active,Robert Woods,Robert,Woods,1992-04-10,Southern California,7,19,DIV,Robert,2013,2020_Woods_LA
2020,LA,WR,WR,10,Inactive,Cooper Kupp,Cooper,Kupp,1993-06-15,Eastern Washington,3,19,DIV,Cooper,2017,2020_Kupp_LA
2020,LA,WR,WR,11,Active,Josh Reynolds,Joshua Dedmon-Reynolds,Reynolds,1995-02-16,Texas A&amp;M,3,19,DIV,Josh,2017,2020_Reynolds_LA
2020,LA,WR,WR,14,Active,Nsimba Webster,Nsimba,Webster,1996-01-27,Eastern Washington,1,19,DIV,Nsimba,2019,2020_Webster_LA
2020,LA,WR,WR,12,Active,Van Jefferson,Vanchii,Jefferson,1996-07-26,Florida,0,19,DIV,Van,2020,2020_Jefferson_LA
2020,LA,WR,WR,83,Inactive,Trishton Jackson,Trishton,Jackson,1998-03-09,Syracuse,0,19,DIV,Trishton,2020,2020_Jackson_LA
2020,LA,WR,WR,15,Practice Squad,J.J. Koski,Jared,Koski,1996-12-27,Cal Poly,0,19,DIV,J.J.,2020,2020_Koski_LA
2020,LAC,DB,CB,25,Active,Chris Harris,Christopher,Harris,1989-06-18,Kansas,9,17,REG,Chris,2011,2020_Harris_LAC
2020,LAC,DB,CB,26,R/Injured,Casey Hayward,Casey,Hayward,1989-09-09,Vanderbilt,8,17,REG,Casey,2012,2020_Hayward_LAC
2020,LAC,DB,FS,36,Active,Jahleel Addae,Jahleel,Addae,1990-01-24,Central Michigan,7,17,REG,Jahleel,2013,2020_Addae_LAC
2020,LAC,DB,SS,20,Active,Jaylen Watkins,Jaylen,Watkins,1991-11-27,Florida,6,17,REG,Jaylen,2014,2020_Watkins_LAC
2020,LAC,DB,CB,37,Active,Tevaughn Campbell,Tevaughn,Campbell,1993-06-14,"Regina, Can.",1,17,REG,Tevaughn,2019,2020_Campbell_LAC
2020,LAC,DB,SS,23,Active,Rayshawn Jenkins,Rayshawn,Jenkins,1994-01-25,Miami,3,17,REG,Rayshawn,2017,2020_Jenkins_LAC
2020,LAC,DB,CB,43,Active,Michael Davis,Michael,Davis,1995-01-06,Brigham Young,3,17,REG,Michael,2017,2020_Davis_LAC
2020,LAC,DB,FS,33,R/COVID-19,Derwin James,Derwin,James,1996-08-03,Florida State,2,17,REG,Derwin,2018,2020_James_LAC
2020,LAC,DB,CB,28,Active,Brandon Facyson,Brandon,Facyson,1994-09-08,Virginia Tech,2,17,REG,Brandon,2018,2020_Facyson_LAC
2020,LAC,DB,FS,24,Active,Nasir Adderley,Nasir,Adderley,1997-05-31,Delaware,1,17,REG,Nasir,2019,2020_Adderley_LAC
2020,LAC,DB,SS,32,Active,Alohi Gilman,Alohi,Gilman,1997-09-17,Notre Dame,0,17,REG,Alohi,2020,2020_Gilman_LAC
2020,LAC,DB,DB,38,Active,John Brannon,John,Brannon,1998-03-10,Western Carolina,0,17,REG,John,2020,2020_Brannon_LAC
2020,LAC,DB,DB,39,Practice Squad,Donte Vaughn,Donte,Vaughn,1997-10-12,Notre Dame,0,17,REG,Donte,2020,2020_Vaughn_LAC
2020,LAC,DL,NT,95,Active,Linval Joseph,Linval,Joseph,1988-10-10,East Carolina,10,17,REG,Linval,2010,2020_Joseph_LAC
2020,LAC,DL,DE,54,R/Injured,Melvin Ingram,Melvin,Ingram,1989-04-26,South Carolina,8,17,REG,Melvin,2012,2020_Ingram_LAC
2020,LAC,DL,NT,71,Active,Damion Square,Damion,Square,1989-02-06,Alabama,7,17,REG,Damion,2013,2020_Square_LAC
2020,LAC,DL,DE,97,Active,Joey Bosa,Joseph,Bosa,1995-07-11,Ohio State,4,17,REG,Joey,2016,2020_Bosa_LAC
2020,LAC,DL,DE,98,Active,Isaac Rochell,Isaac,Rochell,1995-04-22,Notre Dame,3,17,REG,Isaac,2017,2020_Rochell_LAC
2020,LAC,DL,DE,42,R/Injured,Uchenna Nwosu,Uchenna,Nwosu,1996-12-28,Southern California,2,17,REG,Uchenna,2018,2020_Nwosu_LAC
2020,LAC,DL,DT,93,Active,Justin Jones,Justin,Jones,1996-08-28,North Carolina State,2,17,REG,Justin,2018,2020_Jones_LAC
2020,LAC,DL,DT,99,Active,Jerry Tillery,Jerry,Tillery,1996-10-08,Notre Dame,1,17,REG,Jerry,2019,2020_Tillery_LAC
2020,LAC,DL,DT,91,Active,Cortez Broughton,Cortez,Broughton,1996-09-02,Cincinnati,1,17,REG,Cortez,2019,2020_Broughton_LAC
2020,LAC,DL,DT,77,Practice Squad,T.J. Smith,T.J.,Smith,1997-04-19,Arkansas,0,17,REG,T.J.,2020,2020_Smith_LAC
2020,LAC,DL,DE,92,Active,Joe Gaziano,Joseph,Gaziano,1996-09-27,Northwestern,0,17,REG,Joe,2020,2020_Gaziano_LAC
2020,LAC,DL,DE,90,Active,Jessie Lemonier,Jessie,Lemonier,1997-01-31,Liberty,0,17,REG,Jessie,2020,2020_Lemonier_LAC
2020,LAC,DL,NT,96,Practice Squad,Breiden Fehoko,Breiden,Fehoko,1996-10-15,Louisiana State,0,17,REG,Breiden,2020,2020_Fehoko_LAC
2020,LAC,LB,ILB,52,Active,Denzel Perryman,Denzel,Perryman,1992-12-05,Miami,5,17,REG,Denzel,2015,2020_Perryman_LAC
2020,LAC,LB,OLB,59,Active,Nick Vigil,Nicholas,Vigil,1993-08-20,Utah State,4,17,REG,Nick,2016,2020_Vigil_LAC
2020,LAC,LB,MLB,58,Active,B.J. Bello,Amin,Bello,1994-10-31,Illinois State,3,17,REG,B.J.,2017,2020_Bello_LAC
2020,LAC,LB,OLB,46,R/Injured,Malik Jefferson,Malik,Jefferson,1996-11-15,Texas,2,17,REG,Malik,2018,2020_Jefferson_LAC
2020,LAC,LB,OLB,44,R/Injured,Kyzir White,Kyzir,White,1996-03-24,West Virginia,2,17,REG,Kyzir,2018,2020_White_LAC
2020,LAC,LB,ILB,49,R/Injured,Drue Tranquill,Drue,Tranquill,1995-08-15,Notre Dame,1,17,REG,Drue,2019,2020_Tranquill_LAC
2020,LAC,LB,OLB,51,Active,Emeke Egbule,Chukuemeke,Egbule,1996-10-13,Houston,1,17,REG,Emeke,2019,2020_Egbule_LAC
2020,LAC,LB,OLB,56,Active,Kenneth Murray,Kenneth,Murray,1998-11-16,Oklahoma,0,17,REG,Kenneth,2020,2020_Murray_LAC
2020,LAC,LB,LB,50,Active,Cole Christiansen,Cole,Christiansen,1997-07-30,Army,0,17,REG,Cole,2020,2020_Christiansen_LAC
2020,LAC,OL,T,75,Active,Bryan Bulaga,Bryan,Bulaga,1989-03-21,Iowa,10,17,REG,Bryan,2010,2020_Bulaga_LAC
2020,LAC,OL,C,53,R/Injured,Mike Pouncey,James,Pouncey,1989-07-24,Florida,9,17,REG,Mike,2011,2020_Pouncey_LAC
2020,LAC,OL,G,70,Active,Trai Turner,Trai,Turner,1993-06-14,Louisiana State,6,17,REG,Trai,2014,2020_Turner_LAC
2020,LAC,OL,G,72,R/Injured,Ryan Groy,Ryan,Groy,1990-09-30,Wisconsin,6,17,REG,Ryan,2014,2020_Groy_LAC
2020,LAC,OL,C,64,Active,Cole Toner,Cole,Toner,1994-03-13,Harvard,4,17,REG,Cole,2016,2020_Toner_LAC
2020,LAC,OL,G,76,Active,Forrest Lamp,Forrest,Lamp,1994-02-20,Western Kentucky,3,17,REG,Forrest,2017,2020_Lamp_LAC
2020,LAC,OL,G,66,Active,Dan Feeney,Daniel,Feeney,1994-05-29,Indiana,3,17,REG,Dan,2017,2020_Feeney_LAC
2020,LAC,OL,T,69,Active,Sam Tevi,Samiuela,Tevi,1994-11-15,Utah,3,17,REG,Sam,2017,2020_Tevi_LAC
2020,LAC,OL,T,74,Active,Storm Norton,Storm,Norton,1994-05-16,Toledo,3,17,REG,Storm,2017,2020_Norton_LAC
2020,LAC,OL,G,61,Active,Scott Quessenberry,Scott,Quessenberry,1995-03-23,UCLA,2,17,REG,Scott,2018,2020_Quessenberry_LAC
2020,LAC,OL,G,60,PS/Pro,Ryan Hunter,Ryan,Hunter,1995-04-01,Bowling Green,2,17,REG,Ryan,2018,2020_Hunter_LAC
2020,LAC,OL,T,79,Active,Trey Pipkins,Trey,Pipkins,1996-09-05,Sioux Falls,1,17,REG,Trey,2019,2020_Pipkins_LAC
2020,LAC,OL,T,73,Active,Tyree St. Louis,Tyree,St. Louis,1997-08-05,Miami,1,17,REG,Tyree,2019,2020_St. Louis_LAC
2020,LAC,OL,G,63,Practice Squad,Nathan Gilliam,Nathan,Gilliam,1997-07-06,Wake Forest,0,17,REG,Nathan,2020,2020_Gilliam_LAC
2020,LAC,QB,QB,5,Active,Tyrod Taylor,Tyrod,Taylor,1989-08-03,Virginia Tech,9,17,REG,Tyrod,2011,2020_Taylor_LAC
2020,LAC,QB,QB,2,Active,Easton Stick,Easton,Stick,1995-09-15,North Dakota State,1,17,REG,Easton,2019,2020_Stick_LAC
2020,LAC,QB,QB,10,Active,Justin Herbert,Justin,Herbert,1998-03-10,Oregon,0,17,REG,Justin,2020,2020_Herbert_LAC
2020,LAC,RB,RB,35,PS; Exc,Troymaine Pope,Troymaine,Pope,1993-11-29,Jacksonville State,4,17,REG,Troymaine,2016,2020_Pope_LAC
2020,LAC,RB,RB,30,Active,Austin Ekeler,Austin,Ekeler,1995-05-17,"Western State, Colo.",3,17,REG,Austin,2017,2020_Ekeler_LAC
2020,LAC,RB,RB,31,Active,Kalen Ballage,Kalen,Ballage,1995-12-22,Arizona State,2,17,REG,Kalen,2018,2020_Ballage_LAC
2020,LAC,RB,RB,22,Active,Justin Jackson,Justin,Jackson,1996-04-22,Northwestern,2,17,REG,Justin,2018,2020_Jackson_LAC
2020,LAC,RB,RB,27,Active,Joshua Kelley,Joshua,Kelley,1997-11-20,UCLA,0,17,REG,Joshua,2020,2020_Kelley_LAC
2020,LAC,RB,RB,34,Practice Squad,Darius Bradwell,Darius,Bradwell,1997-05-15,Tulane,0,17,REG,Darius,2020,2020_Bradwell_LAC
2020,LAC,RB,RB,40,Active,Gabe Nabers,Gabe,Nabers,1997-11-05,Florida State,0,17,REG,Gabe,2020,2020_Nabers_LAC
2020,LAC,SPEC,P,1,Active,Ty Long,Tyler,Long,1993-04-06,Alabama-Birmingham,5,17,REG,Ty,2015,2020_Long_LAC
2020,LAC,SPEC,P,4,PS/Vet Pro,Lachlan Edwards,Lachlan,Edwards,1992-04-27,Sam Houston State,4,17,REG,Lachlan,2016,2020_Edwards_LAC
2020,LAC,SPEC,K,4,Active,Michael Badgley,Michael,Badgley,1995-07-28,Miami,2,17,REG,Michael,2018,2020_Badgley_LAC
2020,LAC,SPEC,LS,45,Active,Cole Mazza,Cole,Mazza,1995-02-14,Alabama,1,17,REG,Cole,2019,2020_Mazza_LAC
2020,LAC,TE,TE,88,R/Injured,Virgil Green,Virgil,Green,1988-08-03,Nevada,9,17,REG,Virgil,2011,2020_Green_LAC
2020,LAC,TE,TE,86,R/COVID-19,Hunter Henry,Hunter,Henry,1994-12-07,Arkansas,4,17,REG,Hunter,2016,2020_Henry_LAC
2020,LAC,TE,TE,82,Active,Stephen Anderson,Stephen,Anderson,1993-01-30,California,4,17,REG,Stephen,2016,2020_Anderson_LAC
2020,LAC,TE,TE,89,Active,Donald Parham,Donald,Parham,1997-08-16,Stetson University,1,17,REG,Donald,2019,2020_Parham_LAC
2020,LAC,TE,TE,48,Active,Matt Sokol,Matthew,Sokol,1995-11-09,Michigan State,1,17,REG,Matt,2019,2020_Sokol_LAC
2020,LAC,WR,WR,13,R/COVID-19,Keenan Allen,Keenan,Allen,1992-04-27,California,7,17,REG,Keenan,2013,2020_Allen_LAC
2020,LAC,WR,WR,81,Active,Mike Williams,Michael,Williams,1994-10-04,Clemson,3,17,REG,Mike,2017,2020_Williams_LAC
2020,LAC,WR,WR,15,Active,Jalen Guyton,Jalen,Guyton,1997-06-07,North Texas,1,17,REG,Jalen,2019,2020_Guyton_LAC
2020,LAC,WR,WR,11,PS/Exc-Pro,Jason Moore,Jason,Moore,1995-06-23,Findlay,1,17,REG,Jason,2019,2020_Moore_LAC
2020,LAC,WR,WR,83,Active,Tyron Johnson,Tyron,Johnson,1996-01-08,Oklahoma State,1,17,REG,Tyron,2019,2020_Johnson_LAC
2020,LAC,WR,WR,12,Active,Joe Reed,Joseph,Reed,1998-01-04,Virginia,0,17,REG,Joe,2020,2020_Reed_LAC
2020,LAC,WR,WR,84,Active,K.J. Hill,K.J.,Hill,1997-09-15,Ohio State,0,17,REG,K.J.,2020,2020_Hill_LAC
2020,LAC,WR,WR,80,Prac Sq.; Inj,Jeff Cotton,Jeff,Cotton,1997-04-17,Idaho,0,17,REG,Jeff,2020,2020_Cotton_LAC
2020,LAC,WR,WR,6,PS/Pro,John Hurst,John,Hurst,1996-11-02,West Georgia,0,17,REG,John,2020,2020_Hurst_LAC
2020,LV,DB,CB,23,NA,Nick Nelson,Nicolas,Nelson,NA,Wisconsin,2,1,REG,Nick,2018,2020_Nelson_LV
2020,LV,DB,FS,25,Active,Erik Harris,Erik,Harris,1990-04-02,"California, Pa.",4,17,REG,Erik,2016,2020_Harris_LV
2020,LV,DB,SS,38,Active,Jeff Heath,Jeffrey,Heath,1991-05-14,Saginaw Valley State,7,17,REG,Jeff,2013,2020_Heath_LV
2020,LV,DB,CB,29,Active,Lamarcus Joyner,Lamarcus,Joyner,1990-11-27,Florida State,6,17,REG,Lamarcus,2014,2020_Joyner_LV
2020,LV,DB,CB,26,Active,Nevin Lawson,Nevin,Lawson,1991-04-23,Utah State,6,17,REG,Nevin,2014,2020_Lawson_LV
2020,LV,DB,CB,36,Active,Daryl Worley,Daryl,Worley,1995-02-22,West Virginia,4,17,REG,Daryl,2016,2020_Worley_LV
2020,LV,DB,CB,34,R/OptOut,D.J. Killings,Dorian,Killings,1995-08-09,Central Florida,3,17,REG,D.J.,2017,2020_Killings_LV
2020,LV,DB,SS,33,PS; Exc,Rashaan Gaulden,Rashaan,Gaulden,1995-01-23,Tennessee,2,17,REG,Rashaan,2018,2020_Gaulden_LV
2020,LV,DB,FS,32,Active,Dallin Leavitt,Dallin,Leavitt,1994-08-08,Utah State,2,17,REG,Dallin,2018,2020_Leavitt_LV
2020,LV,DB,SS,24,Active,Johnathan Abram,Johnathan,Abram,1996-10-25,Mississippi State,1,17,REG,Johnathan,2019,2020_Abram_LV
2020,LV,DB,CB,27,Active,Trayvon Mullen,Trayvon,Mullen,1997-09-20,Clemson,1,17,REG,Trayvon,2019,2020_Mullen_LV
2020,LV,DB,CB,31,Active,Isaiah Johnson,Isaiah,Johnson,1995-12-20,Houston,1,17,REG,Isaiah,2019,2020_Johnson_LV
2020,LV,DB,CB,22,Active,Keisean Nixon,Keisean,Nixon,1997-06-22,South Carolina,1,17,REG,Keisean,2019,2020_Nixon_LV
2020,LV,DB,CB,20,Active,Damon Arnette,Damon,Arnette,1996-09-02,Ohio State,0,17,REG,Damon,2020,2020_Arnette_LV
2020,LV,DB,CB,21,Active,Amik Robertson,Amik,Robertson,1998-07-06,Louisiana Tech,0,17,REG,Amik,2020,2020_Robertson_LV
2020,LV,DB,DB,8,Practice Squad,Kemah Siverand,Kemah,Siverand,1996-11-12,NA,0,17,REG,Kemah,2020,2020_Siverand_LV
2020,LV,DB,DB,53,PS/Pro,Javin White,Javin,White,1997-02-21,Nevada-Las Vegas,0,17,REG,Javin,2020,2020_White_LV
2020,LV,DB,DB,37,NA,Anthony Cioffi,Anthony,Cioffi,NA,Rutgers,NA,1,REG,Anthony,NA,2020_Cioffi_LV
2020,LV,DL,DT,93,NA,Olsen Pierre,Olsen,Pierre,NA,Miami,NA,1,REG,Olsen,NA,2020_Pierre_LV
2020,LV,DL,DE,79,NA,Ade Aruna,Ade,Aruna,NA,Tulane,NA,1,REG,Ade,NA,2020_Aruna_LV
2020,LV,DL,DT,90,Active,Johnathan Hankins,Johnathan,Hankins,1992-03-30,Ohio State,7,17,REG,Johnathan,2013,2020_Hankins_LV
2020,LV,DL,DE,92,Active,Chris Smith,Chris,Smith,1992-02-11,Arkansas,6,17,REG,Chris,2014,2020_Smith_LV
2020,LV,DL,DE,95,PS/Vet Pro,David Irving,David,Irving,1993-08-18,Iowa State,5,17,REG,David,2015,2020_Irving_LV
2020,LV,DL,DE,94,Active,Carl Nassib,Carl,Nassib,1993-04-12,Penn State,4,17,REG,Carl,2016,2020_Nassib_LV
2020,LV,DL,DT,97,Active,Maliek Collins,Maliek,Collins,1995-04-08,Nebraska,4,17,REG,Maliek,2016,2020_Collins_LV
2020,LV,DL,DE,98,R/Injured; DFR,Takkarist McKinley,Takkarist,McKinley,1995-11-02,UCLA,3,17,REG,Takkarist,2017,2020_McKinley_LV
2020,LV,DL,DE,95,R/OptOut,Jeremiah Valoaga,Jeremiah,Valoaga,1994-11-15,Nevada-Las Vegas,3,17,REG,Jeremiah,2017,2020_Valoaga_LV
2020,LV,DL,DE,99,Active,Arden Key,Arden,Key,1996-05-03,Louisiana State,2,17,REG,Arden,2018,2020_Key_LV
2020,LV,DL,DT,73,Active,Maurice Hurst,Maurice,Hurst,1995-05-09,Michigan,2,17,REG,Maurice,2018,2020_Hurst_LV
2020,LV,DL,NT,69,Practice Squad,Niles Scott,Niles,Scott,1995-09-30,Frostburg State,2,17,REG,Niles,2018,2020_Scott_LV
2020,LV,DL,DT,91,Active,Kendal Vickers,Kendal,Vickers,1995-05-23,Tennessee,2,17,REG,Kendal,2018,2020_Vickers_LV
2020,LV,DL,DE,96,R/Injured,Clelin Ferrell,Clelin,Ferrell,1997-05-17,Clemson,1,17,REG,Clelin,2019,2020_Ferrell_LV
2020,LV,DL,DE,98,Active,Maxx Crosby,Maxx,Crosby,1997-08-22,Eastern Michigan,1,17,REG,Maxx,2019,2020_Crosby_LV
2020,LV,DL,DE,95,Practice Squad,Gerri Green,Gerri,Green,1995-09-14,Mississippi State,1,17,REG,Gerri,2019,2020_Green_LV
2020,LV,DL,DE,63,NA,Ethan Westbrooks,Ethan,Westbrooks,NA,West Texas A&M,NA,1,REG,Ethan,NA,2020_Westbrooks_LV
2020,LV,LB,OLB,55,NA,Vontaze Burfict,Vontaze,Burfict,NA,Arizona State,NA,1,REG,Vontaze,NA,2020_Burfict_LV
2020,LV,LB,OLB,58,Active,Kyle Wilber,Kyle,Wilber,1989-04-26,Wake Forest,8,17,REG,Kyle,2012,2020_Wilber_LV
2020,LV,LB,OLB,51,Active,Vic Beasley,Victor,Beasley,1992-07-08,Clemson,5,17,REG,Vic,2015,2020_Beasley_LV
2020,LV,LB,ILB,44,R/COVID-19,Nick Kwiatkoski,Nicholas,Kwiatkoski,1993-05-26,West Virginia,4,17,REG,Nick,2016,2020_Kwiatkoski_LV
2020,LV,LB,OLB,42,Active,Cory Littleton,Cory,Littleton,1993-11-18,Washington,4,17,REG,Cory,2016,2020_Littleton_LV
2020,LV,LB,ILB,54,Active,Raekwon McMillan,Raekwon,McMillan,1995-11-17,Ohio State,3,17,REG,Raekwon,2017,2020_McMillan_LV
2020,LV,LB,ILB,54,R/OptOut,Ukeme Eligwe,Ukeme,Eligwe,1994-04-27,Georgia Southern,3,17,REG,Ukeme,2017,2020_Eligwe_LV
2020,LV,LB,OLB,50,Active,Nicholas Morrow,Nicholas,Morrow,1995-07-10,Greenville,3,17,REG,Nicholas,2017,2020_Morrow_LV
2020,LV,LB,OLB,59,Active,James Onwualu,James,Onwualu,1994-09-04,Notre Dame,3,17,REG,James,2017,2020_Onwualu_LV
2020,LV,LB,LB,55,R/Injured,Tanner Muse,Tanner,Muse,1996-09-06,Clemson,0,17,REG,Tanner,2020,2020_Muse_LV
2020,LV,OL,G,64,R/Injured,Richie Incognito,Richie,Incognito,1983-07-05,Nebraska,15,17,REG,Richie,2005,2020_Incognito_LV
2020,LV,OL,T,70,Active,Sam Young,Samuel,Young,1987-06-24,Notre Dame,10,17,REG,Sam,2010,2020_Young_LV
2020,LV,OL,C,61,Active,Rodney Hudson,Rodney,Hudson,1989-07-12,Florida State,9,17,REG,Rodney,2011,2020_Hudson_LV
2020,LV,OL,G,66,Active,Gabe Jackson,Gabriel,Jackson,1991-07-12,Mississippi State,6,17,REG,Gabe,2014,2020_Jackson_LV
2020,LV,OL,T,77,Active,Trenton Brown,Trenton,Brown,1993-04-13,Florida,5,17,REG,Trenton,2015,2020_Brown_LV
2020,LV,OL,G,71,Active,Denzelle Good,Denzelle,Good,1991-03-08,Mars Hill,5,17,REG,Denzelle,2015,2020_Good_LV
2020,LV,OL,C,62,Active,Erik Magnuson,Erik,Magnuson,1994-01-05,Michigan,3,17,REG,Erik,2017,2020_Magnuson_LV
2020,LV,OL,T,74,Active,Kolton Miller,Kolton,Miller,1995-10-09,UCLA,2,17,REG,Kolton,2018,2020_Miller_LV
2020,LV,OL,T,75,Active,Brandon Parker,Brandon,Parker,1995-10-21,North Carolina A&amp;T,2,17,REG,Brandon,2018,2020_Parker_LV
2020,LV,OL,T,72,PS/Pro,Jaryd Jones-Smith,Jaryd,Jones-Smith,1995-09-03,Pittsburgh,2,17,REG,Jaryd,2018,2020_Jones-Smith_LV
2020,LV,OL,C,68,Active,Andre James,Andre,James,1997-05-02,UCLA,1,17,REG,Andre,2019,2020_James_LV
2020,LV,OL,G,76,Active,John Simpson,John,Simpson,1997-08-19,Clemson,0,17,REG,John,2020,2020_Simpson_LV
2020,LV,OL,T,63,Practice Squad,Kamaal Seymour,Kamaal,Seymour,1996-04-27,Rutgers,0,17,REG,Kamaal,2020,2020_Seymour_LV
2020,LV,QB,QB,4,Active,Derek Carr,Derek,Carr,1991-03-28,Fresno State,6,17,REG,Derek,2014,2020_Carr_LV
2020,LV,QB,QB,8,Active,Marcus Mariota,Marcus,Mariota,1993-10-30,Oregon,5,17,REG,Marcus,2015,2020_Mariota_LV
2020,LV,QB,QB,3,Active,Nathan Peterman,Nathan,Peterman,1994-05-04,Pittsburgh,3,17,REG,Nathan,2017,2020_Peterman_LV
2020,LV,RB,RB,22,NA,Isaiah Crowell,Isaiah,Crowell,NA,Alabama State,NA,1,REG,Isaiah,NA,2020_Crowell_LV
2020,LV,RB,RB,35,Active,Theo Riddick,Theo,Riddick,1991-05-04,Notre Dame,7,17,REG,Theo,2013,2020_Riddick_LV
2020,LV,RB,RB,23,Active,Devontae Booker,Devontae,Booker,1992-05-27,Utah,4,17,REG,Devontae,2016,2020_Booker_LV
2020,LV,RB,RB,30,R/COVID-19,Jalen Richard,Jalen,Richard,1993-10-15,Southern Mississippi,4,17,REG,Jalen,2016,2020_Richard_LV
2020,LV,RB,RB,28,Active,Josh Jacobs,Joshua,Jacobs,1998-02-11,Alabama,1,17,REG,Josh,2019,2020_Jacobs_LV
2020,LV,RB,FB,45,Active,Alec Ingold,Alec,Ingold,1996-07-09,Wisconsin,1,17,REG,Alec,2019,2020_Ingold_LV
2020,LV,SPEC,K,2,Active,Daniel Carlson,Daniel,Carlson,1995-01-23,Auburn,2,17,REG,Daniel,2018,2020_Carlson_LV
2020,LV,SPEC,LS,47,Active,Trent Sieg,Trent,Sieg,1995-05-19,Colorado State,2,17,REG,Trent,2018,2020_Sieg_LV
2020,LV,SPEC,P,6,Active,A.J. Cole,A.J.,Cole,1995-11-27,North Carolina State,1,17,REG,A.J.,2019,2020_Cole_LV
2020,LV,SPEC,K,5,PS/Pro,Dominik Eberle,Dominik,Eberle,1996-07-04,NA,0,17,REG,Dominik,2020,2020_Eberle_LV
2020,LV,TE,TE,82,Active,Jason Witten,Christopher,Witten,1982-05-06,Tennessee,17,17,REG,Jason,2003,2020_Witten_LV
2020,LV,TE,TE,85,Active,Derek Carrier,Derek,Carrier,1990-07-25,Beloit,8,17,REG,Derek,2012,2020_Carrier_LV
2020,LV,TE,TE,84,R/NFIL,Nick O'Leary,Nicklaus,O'Leary,1992-08-31,Florida State,5,17,REG,Nick,2015,2020_O'Leary_LV
2020,LV,TE,TE,83,Active,Darren Waller,Darren,Waller,1992-09-13,Georgia Tech,5,17,REG,Darren,2015,2020_Waller_LV
2020,LV,TE,TE,87,Active,Foster Moreau,Foster,Moreau,1997-05-06,Louisiana State,1,17,REG,Foster,2019,2020_Moreau_LV
